ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
149,2024-07-10,BLACK,M,BATTERY
150,2024-07-11,WHITE,F,ASSAULT
151,2024-07-12,BLACK,M,THEFT
152,2024-07-13,HISPANIC,M,NARCOTICS
153,2024-07-15,BLACK,F,ROBBERY
154,2024-07-16,BLACK,M,BATTERY
155,2024-07-17,HISPANIC,M,THEFT
156,2024-07-18,BLACK,M,NARCOTICS
157,2024-07-20,WHITE,M,BURGLARY
158,2024-07-21,BLACK,F,ASSAULT
159,2024-07-22,HISPANIC,M,BATTERY
160,2024-07-23,BLACK,M,THEFT
161,2024-07-25,BLACK,F,ROBBERY
162,2024-07-26,HISPANIC,M,NARCOTICS
163,2024-07-27,BLACK,M,BATTERY
164,2024-07-28,WHITE,M,THEFT
165,2024-07-30,BLACK,F,ASSAULT
166,2024-07-31,HISPANIC,M,NARCOTICS
167,2024-08-01,BLACK,M,BATTERY
168,2024-08-02,BLACK,F,ROBBERY
169,2024-08-03,HISPANIC,M,THEFT
170,2024-08-05,BLACK,M,NARCOTICS
171,2024-08-06,WHITE,M,BURGLARY
172,2024-08-07,BLACK,F,ASSAULT
173,2024-08-08,HISPANIC,M,BATTERY
174,2024-08-10,BLACK,M,THEFT
175,2024-08-11,BLACK,F,NARCOTICS
176,2024-08-12,HISPANIC,M,BATTERY
177,2024-08-13,BLACK,M,THEFT
178,2024-08-15,WHITE,F,ROBBERY
179,2024-08-16,BLACK,M,NARCOTICS
180,2024-08-17,HISPANIC,M,THEFT
181,2024-08-18,BLACK,F,ASSAULT
182,2024-08-20,BLACK,M,BATTERY
183,2024-08-21,HISPANIC,M,NARCOTICS
184,2024-08-22,BLACK,M,THEFT
185,2024-08-23,WHITE,M,BURGLARY
186,2024-08-25,BLACK,F,ROBBERY
187,2024-08-26,HISPANIC,M,BATTERY
188,2024-08-27,BLACK,M,THEFT
189,2024-08-28,BLACK,F,NARCOTICS
190,2024-08-30,HISPANIC,M,THEFT
191,2024-08-31,BLACK,M,BATTERY
192,2024-09-01,WHITE,F,ASSAULT
193,2024-09-02,BLACK,M,NARCOTICS
194,2024-09-03,HISPANIC,M,THEFT
195,2024-09-05,BLACK,F,ROBBERY
196,2024-09-06,BLACK,M,BATTERY
197,2024-09-07,HISPANIC,M,NARCOTICS
198,2024-09-08,BLACK,M,THEFT
199,2024-09-10,WHITE,M,BURGLARY
200,2024-09-11,BLACK,F,ASSAULT
201,2025-01-03,BLACK,M,BATTERY
202,2025-01-05,HISPANIC,F,NARCOTICS
203,2025-01-07,BLACK,M,THEFT
204,2025-01-08,WHITE,F,ASSAULT
205,2025-01-09,BLACK,M,BATTERY
206,2025-01-10,HISPANIC,M,NARCOTICS
207,2025-01-12,BLACK,F,ROBBERY
208,2025-01-14,BLACK,M,THEFT
209,2025-01-15,HISPANIC,M,BATTERY
210,2025-01-16,WHITE,M,BURGLARY
211,2025-01-18,BLACK,M,NARCOTICS
212,2025-01-19,BLACK,F,ASSAULT
213,2025-01-20,HISPANIC,M,THEFT
214,2025-01-21,BLACK,M,BATTERY
215,2025-01-22,BLACK,F,ROBBERY
216,2025-01-23,HISPANIC,M,NARCOTICS
217,2025-01-25,BLACK,M,THEFT
218,2025-01-26,BLACK,F,ASSAULT
219,2025-01-28,HISPANIC,M,BATTERY
220,2025-01-29,WHITE,M,BURGLARY
221,2025-01-30,BLACK,M,NARCOTICS
222,2025-02-01,BLACK,F,ROBBERY
223,2025-02-02,HISPANIC,M,THEFT
224,2025-02-03,BLACK,M,BATTERY
225,2025-02-05,BLACK,F,ASSAULT
226,2025-02-06,HISPANIC,M,NARCOTICS
227,2025-02-08,BLACK,M,THEFT
228,2025-02-09,WHITE,F,ROBBERY
229,2025-02-10,BLACK,M,BATTERY
230,2025-02-11,HISPANIC,M,NARCOTICS
231,2025-02-13,BLACK,F,ASSAULT
232,2025-02-14,BLACK,M,THEFT
233,2025-02-15,HISPANIC,M,BATTERY
234,2025-02-17,BLACK,M,NARCOTICS
235,2025-02-18,WHITE,M,BURGLARY
236,2025-02-19,BLACK,F,ROBBERY
237,2025-02-20,HISPANIC,M,THEFT
238,2025-02-22,BLACK,M,BATTERY
239,2025-02-23,BLACK,F,ASSAULT
240,2025-02-24,HISPANIC,M,NARCOTICS
241,2025-02-25,BLACK,M,THEFT
242,2025-02-27,WHITE,M,BURGLARY
243,2025-02-28,BLACK,F,ROBBERY
244,2025-03-01,HISPANIC,M,BATTERY
245,2025-03-02,BLACK,M,THEFT
246,2025-03-03,BLACK,F,NARCOTICS
247,2025-03-05,HISPANIC,M,CRIMINAL DAMAGE
248,2025-03-06,BLACK,M,BATTERY
249,2025-03-07,WHITE,F,ASSAULT
250,2025-03-08,BLACK,M,THEFT
251,2025-03-10,HISPANIC,M,NARCOTICS
252,2025-03-11,BLACK,F,ROBBERY
253,2025-03-12,BLACK,M,BATTERY
254,2025-03-13,HISPANIC,M,THEFT
255,2025-03-15,BLACK,M,NARCOTICS
256,2025-03-16,WHITE,M,BURGLARY
257,2025-03-17,BLACK,F,ASSAULT
258,2025-03-18,HISPANIC,M,BATTERY
259,2025-03-20,BLACK,M,THEFT
260,2025-03-21,BLACK,F,ROBBERY
261,2025-03-22,HISPANIC,M,NARCOTICS
262,2025-03-23,BLACK,M,BATTERY
263,2025-03-25,WHITE,M,THEFT
264,2025-03-26,BLACK,F,ASSAULT
265,2025-03-27,HISPANIC,M,BATTERY
266,2025-03-28,BLACK,M,THEFT
267,2025-03-30,BLACK,F,NARCOTICS
268,2025-03-31,HISPANIC,M,THEFT
269,2025-04-01,BLACK,M,BATTERY
270,2025-04-02,WHITE,F,ROBBERY
271,2025-04-03,BLACK,M,THEFT
272,2025-04-05,HISPANIC,M,NARCOTICS
273,2025-04-06,BLACK,F,ASSAULT
274,2025-04-07,BLACK,M,BATTERY
275,2025-04-08,HISPANIC,M,THEFT
276,2025-04-10,BLACK,M,NARCOTICS
277,2025-04-11,WHITE,M,BURGLARY
278,2025-04-12,BLACK,F,ROBBERY
279,2025-04-13,HISPANIC,M,BATTERY
280,2025-04-15,BLACK,M,THEFT
281,2025-04-16,BLACK,F,NARCOTICS
282,2025-04-17,HISPANIC,M,THEFT
283,2025-04-18,BLACK,M,BATTERY
284,2025-04-20,WHITE,M,BURGLARY
285,2025-04-21,BLACK,F,ASSAULT
286,2025-04-22,HISPANIC,M,NARCOTICS
287,2025-04-23,BLACK,M,THEFT
288,2025-04-25,BLACK,F,ROBBERY
289,2025-04-26,HISPANIC,M,BATTERY
290,2025-04-27,BLACK,M,THEFT
291,2025-04-28,WHITE,F,ASSAULT
292,2025-04-30,BLACK,M,NARCOTICS
293,2025-05-01,HISPANIC,M,THEFT
294,2025-05-02,BLACK,F,ROBBERY
295,2025-05-03,BLACK,M,BATTERY
296,2025-05-05,HISPANIC,M,NARCOTICS
297,2025-05-06,BLACK,M,THEFT
298,2025-05-07,WHITE,M,BURGLARY
299,2025-05-08,BLACK,F,ASSAULT
300,2025-05-10,HISPANIC,M,BATTERY
