ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
45,2024-09-26,HISPANIC,F,AGGRAVATED BATTERY
46,2025-06-03,BLACK,F,BURGLARY
47,2025-10-16,HISPANIC,F,WEAPONS VIOLATION
48,2024-06-05,BLACK,F,AGGRAVATED BATTERY
49,2025-07-06,ASIAN/PACIFIC ISLANDER,F,ARMED ROBBERY
50,2025-09-05,BLACK,M,THEFT
51,2024-04-24,BLACK,M,CRIMINAL TRESPASS
52,2024-02-29,BLACK,F,NARCOTICS
53,2024-03-28,WHITE,M,BATTERY
54,2025-06-29,OTHER,M,ASSAULT
55,2025-11-06,BLACK,F,AGGRAVATED BATTERY
56,2024-09-28,HISPANIC,F,AGGRAVATED ASSAULT
57,2024-08-04,HISPANIC,F,KIDNAPPING
58,2025-12-07,BLACK,F,BURGLARY
59,2025-02-12,HISPANIC,F,MOTOR VEHICLE THEFT
60,2025-03-24,HISPANIC,M,BATTERY
61,2024-09-10,BLACK,M,DRUG POSSESSION
62,2024-01-22,HISPANIC,F,WEAPONS VIOLATION
63,2025-08-25,BLACK,M,BATTERY
64,2025-12-25,HISPANIC,M,CRIMINAL TRESPASS
65,2024-03-10,BLACK,M,BATTERY
66,2025-06-10,BLACK,M,TRAFFIC VIOLATION
67,2025-05-12,BLACK,F,AGGRAVATED BATTERY
68,2025-08-07,HISPANIC,M,CRIMINAL TRESPASS
69,2025-04-29,BLACK,M,BATTERY
70,2024-04-09,HISPANIC,M,DRUG POSSESSION
71,2025-03-09,BLACK,M,MINOR IN POSSESSION
72,2024-02-25,HISPANIC,F,ARSON
73,2024-04-10,BLACK,M,MINOR IN POSSESSION
74,2024-12-13,BLACK,M,CRIMINAL TRESPASS
75,2024-07-13,HISPANIC,M,ASSAULT
76,2025-03-08,BLACK,M,VANDALISM
77,2024-09-12,BLACK,M,SHOPLIFTING
78,2024-04-10,BLACK,F,SEXUAL ASSAULT
79,2024-01-16,BLACK,F,WEAPONS VIOLATION
80,2024-06-19,BLACK,M,VANDALISM
81,2024-08-06,BLACK,M,ASSAULT
82,2025-01-23,BLACK,M,DISORDERLY CONDUCT
83,2025-04-10,BLACK,M,MINOR IN POSSESSION
84,2025-07-23,HISPANIC,F,HOMICIDE
85,2024-06-07,BLACK,M,CRIMINAL TRESPASS
86,2024-02-29,HISPANIC,F,SEXUAL ASSAULT
87,2024-03-03,WHITE,M,THEFT
88,2024-02-21,HISPANIC,M,SHOPLIFTING
89,2025-06-27,BLACK,M,SHOPLIFTING
90,2024-03-23,BLACK,M,RESISTING ARREST
91,2024-03-10,HISPANIC,M,PUBLIC INTOXICATION
92,2024-05-02,HISPANIC,M,RESISTING ARREST
93,2025-08-31,BLACK,F,NARCOTICS
94,2025-03-05,HISPANIC,F,FRAUD
95,2025-06-19,BLACK,M,CRIMINAL TRESPASS
96,2025-11-16,WHITE,M,CRIMINAL TRESPASS
97,2024-09-28,BLACK,M,TRAFFIC VIOLATION
98,2025-10-22,BLACK,M,DRUG POSSESSION
99,2024-03-15,BLACK,M,RESISTING ARREST
100,2025-07-30,BLACK,M,SHOPLIFTING
101,2024-08-06,HISPANIC,M,ASSAULT
102,2024-12-23,BLACK,M,DRUG POSSESSION
103,2024-10-18,BLACK,M,SHOPLIFTING
104,2025-12-21,BLACK,F,ARSON
105,2025-06-25,BLACK,F,SEXUAL ASSAULT
106,2024-11-02,HISPANIC,M,ASSAULT
107,2024-09-27,BLACK,M,MINOR IN POSSESSION
108,2025-07-20,BLACK,M,DISORDERLY CONDUCT
109,2025-09-11,BLACK,F,MOTOR VEHICLE THEFT
110,2024-07-27,HISPANIC,F,BURGLARY
111,2025-06-01,HISPANIC,M,THEFT
112,2024-04-04,HISPANIC,M,DISORDERLY CONDUCT
113,2024-02-15,BLACK,M,ASSAULT
114,2025-10-14,BLACK,M,MINOR IN POSSESSION
115,2025-03-28,HISPANIC,F,AGGRAVATED ASSAULT
116,2025-07-28,BLACK,M,BATTERY
117,2025-12-08,BLACK,F,ARMED ROBBERY
118,2025-01-13,HISPANIC,F,AGGRAVATED BATTERY
119,2025-03-16,BLACK,M,DISORDERLY CONDUCT
120,2025-01-08,BLACK,M,CRIMINAL TRESPASS
121,2025-11-29,BLACK,F,NARCOTICS
122,2024-12-28,ASIAN/PACIFIC ISLANDER,F,AGGRAVATED ASSAULT
123,2025-09-27,WHITE,M,CRIMINAL TRESPASS
124,2024-06-15,BLACK,M,THEFT
125,2024-07-02,WHITE,M,PUBLIC INTOXICATION
126,2025-11-16,WHITE,M,DISORDERLY CONDUCT
127,2024-06-12,WHITE,M,PUBLIC INTOXICATION
128,2024-02-09,BLACK,M,CRIMINAL TRESPASS
129,2025-04-16,BLACK,M,CRIMINAL TRESPASS
130,2024-08-16,BLACK,F,WEAPONS VIOLATION
131,2025-02-12,BLACK,M,BATTERY
132,2024-10-12,BLACK,F,SEXUAL ASSAULT
133,2025-02-13,HISPANIC,F,MOTOR VEHICLE THEFT
134,2024-01-29,BLACK,M,ASSAULT
135,2025-08-17,BLACK,M,BATTERY
136,2025-09-02,BLACK,M,MINOR IN POSSESSION
137,2024-11-17,BLACK,F,SEXUAL ASSAULT
138,2024-04-28,BLACK,F,WEAPONS VIOLATION
139,2024-09-17,BLACK,F,AGGRAVATED ASSAULT
140,2024-01-02,HISPANIC,F,ARSON
141,2025-11-17,BLACK,M,PUBLIC INTOXICATION
142,2024-03-12,HISPANIC,M,RESISTING ARREST
143,2024-11-17,HISPANIC,M,MINOR IN POSSESSION
144,2024-11-03,HISPANIC,M,TRAFFIC VIOLATION
145,2025-02-22,BLACK,M,MINOR IN POSSESSION
146,2024-10-29,HISPANIC,M,CRIMINAL TRESPASS
147,2025-03-06,HISPANIC,M,TRAFFIC VIOLATION
148,2024-06-27,HISPANIC,F,BURGLARY
149,2025-02-19,HISPANIC,M,DISORDERLY CONDUCT
150,2024-10-20,BLACK,M,RESISTING ARREST
151,2025-09-13,HISPANIC,M,VANDALISM
152,2025-03-28,BLACK,F,WEAPONS VIOLATION
153,2025-06-07,BLACK,F,AGGRAVATED BATTERY
154,2025-11-05,BLACK,M,SHOPLIFTING
155,2025-11-10,HISPANIC,F,MOTOR VEHICLE THEFT
156,2024-04-05,WHITE,M,TRAFFIC VIOLATION
157,2024-11-13,BLACK,M,ASSAULT
158,2024-01-26,BLACK,M,VANDALISM
159,2025-09-17,OTHER,M,VANDALISM
160,2025-02-28,HISPANIC,F,WEAPONS VIOLATION
161,2025-12-14,BLACK,F,AGGRAVATED ASSAULT
162,2024-09-06,BLACK,F,KIDNAPPING
163,2024-01-06,WHITE,F,NARCOTICS
164,2025-03-11,BLACK,M,MINOR IN POSSESSION
165,2025-06-14,BLACK,M,SHOPLIFTING
166,2024-09-12,BLACK,M,ASSAULT
167,2025-04-20,HISPANIC,F,SEXUAL ASSAULT
168,2025-09-01,BLACK,F,HOMICIDE
169,2025-09-19,WHITE,F,AGGRAVATED ASSAULT
170,2025-07-15,BLACK,M,MINOR IN POSSESSION
171,2025-05-01,BLACK,M,CRIMINAL TRESPASS
172,2025-10-14,BLACK,F,SEXUAL ASSAULT
173,2025-05-11,HISPANIC,M,DISORDERLY CONDUCT
174,2025-03-26,BLACK,F,BURGLARY
175,2024-08-28,BLACK,M,DRUG POSSESSION
176,2025-07-07,BLACK,M,ASSAULT
177,2024-08-24,BLACK,F,AGGRAVATED BATTERY
178,2025-12-24,BLACK,M,PUBLIC INTOXICATION
179,2025-02-21,BLACK,F,HOMICIDE
180,2025-03-01,BLACK,M,PUBLIC INTOXICATION
181,2025-02-02,OTHER,F,KIDNAPPING
182,2024-01-21,WHITE,F,AGGRAVATED ASSAULT
183,2025-05-03,BLACK,M,DISORDERLY CONDUCT
184,2025-02-03,BLACK,F,KIDNAPPING
185,2025-07-13,HISPANIC,M,VANDALISM
186,2024-08-12,BLACK,M,VANDALISM
187,2024-01-30,BLACK,M,TRAFFIC VIOLATION
188,2025-11-26,BLACK,F,AGGRAVATED BATTERY
189,2025-04-23,BLACK,F,SEXUAL ASSAULT
190,2024-01-28,BLACK,F,FRAUD
191,2025-11-09,BLACK,M,TRAFFIC VIOLATION
192,2025-03-14,BLACK,M,ASSAULT
193,2024-02-21,BLACK,M,DRUG POSSESSION
194,2024-08-04,BLACK,M,DRUG POSSESSION
195,2025-01-23,BLACK,F,AGGRAVATED ASSAULT
196,2024-09-15,BLACK,M,THEFT
197,2025-07-06,BLACK,M,CRIMINAL TRESPASS
198,2025-10-27,BLACK,F,ARSON
199,2024-02-11,WHITE,M,CRIMINAL TRESPASS
200,2024-07-23,BLACK,F,AGGRAVATED BATTERY
201,2024-09-01,BLACK,M,TRAFFIC VIOLATION
202,2024-04-27,HISPANIC,M,VANDALISM
203,2025-12-17,BLACK,F,MOTOR VEHICLE THEFT
204,2024-06-20,HISPANIC,F,KIDNAPPING
205,2024-04-27,ASIAN/PACIFIC ISLANDER,M,DISORDERLY CONDUCT
206,2024-04-20,HISPANIC,M,DISORDERLY CONDUCT
207,2025-08-12,HISPANIC,M,PUBLIC INTOXICATION
208,2024-07-22,BLACK,F,KIDNAPPING
209,2025-10-04,BLACK,M,MINOR IN POSSESSION
210,2024-11-04,HISPANIC,F,NARCOTICS
211,2025-08-02,BLACK,M,SHOPLIFTING
212,2025-03-14,HISPANIC,M,BATTERY
213,2025-06-02,HISPANIC,M,THEFT
214,2025-03-06,HISPANIC,M,PUBLIC INTOXICATION
215,2025-01-05,HISPANIC,M,MINOR IN POSSESSION
216,2024-06-05,BLACK,M,MINOR IN POSSESSION
217,2025-06-18,HISPANIC,M,RESISTING ARREST
218,2025-07-05,ASIAN/PACIFIC ISLANDER,M,VANDALISM
219,2025-03-22,WHITE,F,BURGLARY
220,2024-11-26,BLACK,M,DISORDERLY CONDUCT
221,2025-04-06,BLACK,F,HOMICIDE
222,2025-08-06,HISPANIC,F,AGGRAVATED ASSAULT
223,2024-12-10,BLACK,F,MOTOR VEHICLE THEFT
224,2024-07-05,HISPANIC,M,DRUG POSSESSION
225,2024-09-21,BLACK,M,RESISTING ARREST
226,2025-12-19,BLACK,F,ARMED ROBBERY
227,2025-06-13,BLACK,M,CRIMINAL TRESPASS
228,2025-02-20,HISPANIC,F,WEAPONS VIOLATION
229,2025-12-08,BLACK,F,KIDNAPPING
230,2025-05-17,BLACK,M,BATTERY
231,2024-10-28,BLACK,M,MINOR IN POSSESSION
232,2024-09-06,BLACK,F,FRAUD
233,2025-01-12,BLACK,F,SEXUAL ASSAULT
234,2024-12-18,BLACK,F,SEXUAL ASSAULT
235,2024-12-04,BLACK,F,HOMICIDE
236,2024-10-04,BLACK,M,CRIMINAL TRESPASS
237,2024-05-03,WHITE,M,DRUG POSSESSION
238,2024-05-02,WHITE,F,KIDNAPPING
239,2024-07-08,BLACK,M,MINOR IN POSSESSION
240,2025-05-10,BLACK,F,FRAUD
241,2025-06-21,HISPANIC,M,BATTERY
242,2024-07-17,BLACK,M,DRUG POSSESSION
243,2024-07-02,BLACK,M,MINOR IN POSSESSION
244,2025-06-30,BLACK,M,THEFT
245,2024-02-25,HISPANIC,M,MINOR IN POSSESSION
246,2024-05-09,HISPANIC,F,HOMICIDE
247,2024-04-15,BLACK,F,BURGLARY
248,2025-04-25,BLACK,M,DRUG POSSESSION
249,2024-07-07,BLACK,M,VANDALISM
250,2024-04-26,BLACK,M,VANDALISM
251,2024-03-16,HISPANIC,F,ARSON
252,2024-02-24,BLACK,M,RESISTING ARREST
253,2024-11-07,BLACK,M,BATTERY
254,2025-07-25,WHITE,M,RESISTING ARREST
255,2025-09-02,HISPANIC,M,SHOPLIFTING
256,2025-01-24,BLACK,M,DISORDERLY CONDUCT
257,2025-08-25,BLACK,M,RESISTING ARREST
258,2025-09-27,BLACK,F,KIDNAPPING
259,2024-04-11,WHITE,M,TRAFFIC VIOLATION
260,2024-08-04,BLACK,F,NARCOTICS
261,2024-06-09,BLACK,M,SHOPLIFTING
262,2024-03-17,BLACK,M,PUBLIC INTOXICATION
263,2025-04-06,HISPANIC,F,HOMICIDE
264,2024-10-25,BLACK,M,DISORDERLY CONDUCT
265,2025-12-24,BLACK,F,HOMICIDE
266,2024-03-13,HISPANIC,M,DISORDERLY CONDUCT
267,2025-10-02,HISPANIC,F,WEAPONS VIOLATION
268,2025-03-11,BLACK,F,WEAPONS VIOLATION
269,2025-10-25,BLACK,M,ASSAULT
270,2024-03-14,BLACK,M,DISORDERLY CONDUCT
271,2025-09-01,WHITE,F,BURGLARY
272,2025-03-25,BLACK,M,MINOR IN POSSESSION
273,2024-11-07,WHITE,M,DISORDERLY CONDUCT
274,2025-05-27,HISPANIC,F,HOMICIDE
275,2024-03-23,HISPANIC,M,PUBLIC INTOXICATION
276,2024-11-26,HISPANIC,M,THEFT
277,2024-04-03,BLACK,F,FRAUD
278,2025-08-24,BLACK,F,ARSON
279,2024-10-02,HISPANIC,M,ASSAULT
280,2025-04-26,HISPANIC,F,HOMICIDE
281,2024-10-11,BLACK,F,AGGRAVATED ASSAULT
282,2025-10-12,HISPANIC,M,VANDALISM
283,2024-12-22,BLACK,M,DRUG POSSESSION
284,2025-11-17,BLACK,M,DRUG POSSESSION
285,2025-02-25,HISPANIC,F,BURGLARY
286,2025-11-09,BLACK,F,SEXUAL ASSAULT
287,2024-02-07,BLACK,M,DRUG POSSESSION
288,2024-09-15,BLACK,M,PUBLIC INTOXICATION
289,2025-06-10,BLACK,F,SEXUAL ASSAULT
290,2025-04-18,BLACK,M,CRIMINAL TRESPASS
291,2025-06-14,BLACK,F,HOMICIDE
292,2025-10-02,BLACK,F,ARMED ROBBERY
293,2024-07-27,BLACK,F,AGGRAVATED BATTERY
294,2024-10-21,BLACK,F,HOMICIDE
295,2024-05-04,BLACK,F,FRAUD
296,2024-09-02,WHITE,M,DISORDERLY CONDUCT
297,2025-07-18,BLACK,F,AGGRAVATED ASSAULT
298,2024-04-05,BLACK,M,VANDALISM
299,2024-04-30,HISPANIC,M,VANDALISM
300,2024-10-25,HISPANIC,F,BURGLARY
