ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
161,2025-03-01,BLACK,M,THEFT
162,2025-03-02,HISPANIC,F,BATTERY
163,2025-03-03,BLACK,M,ROBBERY
164,2025-03-04,WHITE,M,NARCOTICS
165,2025-03-05,BLACK,M,ASSAULT
166,2025-03-06,HISPANIC,M,THEFT
167,2025-03-07,BLACK,F,BATTERY
168,2025-03-08,WHITE,M,CRIMINAL DAMAGE
169,2025-03-09,BLACK,M,NARCOTICS
170,2025-03-10,HISPANIC,M,ASSAULT
171,2025-04-01,BLACK,M,THEFT
172,2025-04-02,WHITE,F,BATTERY
173,2025-04-03,BLACK,M,ROBBERY
174,2025-04-04,HISPANIC,M,NARCOTICS
175,2025-04-05,BLACK,M,ASSAULT
176,2025-04-06,WHITE,M,THEFT
177,2025-04-07,BLACK,F,BATTERY
178,2025-04-08,HISPANIC,M,CRIMINAL TRESPASS
179,2025-04-09,BLACK,M,NARCOTICS
180,2025-04-10,WHITE,M,ASSAULT
181,2025-05-01,BLACK,M,THEFT
182,2025-05-02,HISPANIC,F,BATTERY
183,2025-05-03,BLACK,M,ROBBERY
184,2025-05-04,WHITE,M,NARCOTICS
185,2025-05-05,BLACK,M,ASSAULT
186,2025-05-06,HISPANIC,M,THEFT
187,2025-05-07,BLACK,F,BATTERY
188,2025-05-08,WHITE,M,CRIMINAL DAMAGE
189,2025-05-09,BLACK,M,NARCOTICS
190,2025-05-10,HISPANIC,M,ASSAULT
191,2025-06-01,BLACK,M,THEFT
192,2025-06-02,WHITE,F,BATTERY
193,2025-06-03,BLACK,M,ROBBERY
194,2025-06-04,HISPANIC,M,NARCOTICS
195,2025-06-05,BLACK,M,ASSAULT
196,2025-06-06,WHITE,M,THEFT
197,2025-06-07,BLACK,F,BATTERY
198,2025-06-08,HISPANIC,M,CRIMINAL TRESPASS
199,2025-06-09,BLACK,M,NARCOTICS
200,2025-06-10,WHITE,M,ASSAULT
201,2025-07-01,BLACK,M,THEFT
202,2025-07-02,HISPANIC,F,BATTERY
203,2025-07-03,BLACK,M,ROBBERY
204,2025-07-04,WHITE,M,NARCOTICS
205,2025-07-05,BLACK,M,ASSAULT
206,2025-07-06,HISPANIC,M,THEFT
207,2025-07-07,BLACK,F,BATTERY
208,2025-07-08,WHITE,M,CRIMINAL DAMAGE
209,2025-07-09,BLACK,M,NARCOTICS
210,2025-07-10,HISPANIC,M,ASSAULT
211,2025-08-01,BLACK,M,THEFT
212,2025-08-02,WHITE,F,BATTERY
213,2025-08-03,BLACK,M,ROBBERY
214,2025-08-04,HISPANIC,M,NARCOTICS
215,2025-08-05,BLACK,M,ASSAULT
216,2025-08-06,WHITE,M,THEFT
217,2025-08-07,BLACK,F,BATTERY
218,2025-08-08,HISPANIC,M,CRIMINAL TRESPASS
219,2025-08-09,BLACK,M,NARCOTICS
220,2025-08-10,WHITE,M,ASSAULT
221,2025-09-01,BLACK,M,THEFT
222,2025-09-02,HISPANIC,F,BATTERY
223,2025-09-03,BLACK,M,ROBBERY
224,2025-09-04,WHITE,M,NARCOTICS
225,2025-09-05,BLACK,M,ASSAULT
226,2025-09-06,HISPANIC,M,THEFT
227,2025-09-07,BLACK,F,BATTERY
228,2025-09-08,WHITE,M,CRIMINAL DAMAGE
229,2025-09-09,BLACK,M,NARCOTICS
230,2025-09-10,HISPANIC,M,ASSAULT
231,2025-10-01,BLACK,M,THEFT
232,2025-10-02,WHITE,F,BATTERY
233,2025-10-03,BLACK,M,ROBBERY
234,2025-10-04,HISPANIC,M,NARCOTICS
235,2025-10-05,BLACK,M,ASSAULT
236,2025-10-06,WHITE,M,THEFT
237,2025-10-07,BLACK,F,BATTERY
238,2025-10-08,HISPANIC,M,CRIMINAL TRESPASS
239,2025-10-09,BLACK,M,NARCOTICS
240,2025-10-10,WHITE,M,ASSAULT
241,2025-11-01,BLACK,M,THEFT
242,2025-11-02,HISPANIC,F,BATTERY
243,2025-11-03,BLACK,M,ROBBERY
244,2025-11-04,WHITE,M,NARCOTICS
245,2025-11-05,BLACK,M,ASSAULT
246,2025-11-06,HISPANIC,M,THEFT
247,2025-11-07,BLACK,F,BATTERY
248,2025-11-08,WHITE,M,CRIMINAL DAMAGE
249,2025-11-09,BLACK,M,NARCOTICS
250,2025-11-10,HISPANIC,M,ASSAULT
251,2025-12-01,BLACK,M,THEFT
252,2025-12-02,WHITE,F,BATTERY
253,2025-12-03,BLACK,M,ROBBERY
254,2025-12-04,HISPANIC,M,NARCOTICS
255,2025-12-05,BLACK,M,ASSAULT
256,2025-12-06,WHITE,M,THEFT
257,2025-12-07,BLACK,F,BATTERY
258,2025-12-08,HISPANIC,M,CRIMINAL TRESPASS
259,2025-12-09,BLACK,M,NARCOTICS
260,2025-12-10,WHITE,M,ASSAULT
261,2025-12-11,BLACK,M,THEFT
262,2025-12-12,HISPANIC,F,BATTERY
263,2025-12-13,BLACK,M,ROBBERY
264,2025-12-14,WHITE,M,NARCOTICS
265,2025-12-15,BLACK,M,ASSAULT
266,2025-12-16,HISPANIC,M,THEFT
267,2025-12-17,BLACK,F,BATTERY
268,2025-12-18,WHITE,M,CRIMINAL DAMAGE
269,2025-12-19,BLACK,M,NARCOTICS
270,2025-12-20,HISPANIC,M,ASSAULT
271,2025-12-21,BLACK,M,THEFT
272,2025-12-22,WHITE,F,BATTERY
273,2025-12-23,BLACK,M,ROBBERY
274,2025-12-24,HISPANIC,M,NARCOTICS
275,2025-12-25,BLACK,M,ASSAULT
276,2025-12-26,WHITE,M,THEFT
277,2025-12-27,BLACK,F,BATTERY
278,2025-12-28,HISPANIC,M,CRIMINAL TRESPASS
279,2025-12-29,BLACK,M,NARCOTICS
280,2025-12-30,WHITE,M,ASSAULT
281,2025-12-31,BLACK,M,THEFT
282,2025-11-15,HISPANIC,F,BATTERY
283,2025-10-20,BLACK,M,ROBBERY
284,2025-09-18,WHITE,M,NARCOTICS
285,2025-08-22,BLACK,M,ASSAULT
286,2025-07-25,HISPANIC,M,THEFT
287,2025-06-28,BLACK,F,BATTERY
288,2025-05-19,WHITE,M,CRIMINAL DAMAGE
289,2025-04-23,BLACK,M,NARCOTICS
290,2025-03-27,HISPANIC,M,ASSAULT
291,2025-02-21,BLACK,M,THEFT
292,2025-01-29,WHITE,F,BATTERY
293,2024-12-15,BLACK,M,ROBBERY
294,2024-11-11,HISPANIC,M,NARCOTICS
295,2024-10-09,BLACK,M,ASSAULT
296,2024-09-05,WHITE,M,THEFT
297,2024-08-14,BLACK,F,BATTERY
298,2024-07-18,HISPANIC,M,CRIMINAL TRESPASS
299,2024-06-21,BLACK,M,NARCOTICS
300,2024-05-30,WHITE,M,ASSAULT
