ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
177,2025-05-07,White,F,CRIMINAL DAMAGE
178,2025-05-08,Black,M,ASSAULT
179,2025-05-09,Hispanic,M,NARCOTICS
180,2025-05-10,Black,F,BATTERY
181,2025-05-11,White,M,THEFT
182,2025-05-12,Black,M,ROBBERY
183,2025-05-13,Hispanic,M,ASSAULT
184,2025-05-14,Black,F,NARCOTICS
185,2025-05-15,White,M,CRIMINAL TRESPASS
186,2025-05-16,Black,M,BATTERY
187,2025-05-17,Hispanic,F,THEFT
188,2025-05-18,Black,M,ASSAULT
189,2025-05-19,White,M,NARCOTICS
190,2025-05-20,Black,F,BATTERY
191,2025-06-01,Hispanic,M,THEFT
192,2025-06-02,Black,M,ROBBERY
193,2025-06-03,White,M,ASSAULT
194,2025-06-04,Black,F,NARCOTICS
195,2025-06-05,Hispanic,M,BATTERY
196,2025-06-06,Black,M,THEFT
197,2025-06-07,White,F,CRIMINAL DAMAGE
198,2025-06-08,Black,M,ASSAULT
199,2025-06-09,Hispanic,M,NARCOTICS
200,2025-06-10,Black,F,BATTERY
201,2025-06-11,White,M,THEFT
202,2025-06-12,Black,M,ROBBERY
203,2025-06-13,Hispanic,M,ASSAULT
204,2025-06-14,Black,F,NARCOTICS
205,2025-06-15,White,M,CRIMINAL TRESPASS
206,2025-06-16,Black,M,BATTERY
207,2025-06-17,Hispanic,F,THEFT
208,2025-06-18,Black,M,ASSAULT
209,2025-06-19,White,M,NARCOTICS
210,2025-06-20,Black,F,BATTERY
211,2025-07-01,Hispanic,M,THEFT
212,2025-07-02,Black,M,ROBBERY
213,2025-07-03,White,M,ASSAULT
214,2025-07-04,Black,F,NARCOTICS
215,2025-07-05,Hispanic,M,BATTERY
216,2025-07-06,Black,M,THEFT
217,2025-07-07,White,F,CRIMINAL DAMAGE
218,2025-07-08,Black,M,ASSAULT
219,2025-07-09,Hispanic,M,NARCOTICS
220,2025-07-10,Black,F,BATTERY
221,2025-07-11,White,M,THEFT
222,2025-07-12,Black,M,ROBBERY
223,2025-07-13,Hispanic,M,ASSAULT
224,2025-07-14,Black,F,NARCOTICS
225,2025-07-15,White,M,CRIMINAL TRESPASS
226,2025-07-16,Black,M,BATTERY
227,2025-07-17,Hispanic,F,THEFT
228,2025-07-18,Black,M,ASSAULT
229,2025-07-19,White,M,NARCOTICS
230,2025-07-20,Black,F,BATTERY
231,2025-08-01,Hispanic,M,THEFT
232,2025-08-02,Black,M,ROBBERY
233,2025-08-03,White,M,ASSAULT
234,2025-08-04,Black,F,NARCOTICS
235,2025-08-05,Hispanic,M,BATTERY
236,2025-08-06,Black,M,THEFT
237,2025-08-07,White,F,CRIMINAL DAMAGE
238,2025-08-08,Black,M,ASSAULT
239,2025-08-09,Hispanic,M,NARCOTICS
240,2025-08-10,Black,F,BATTERY
241,2025-08-11,White,M,THEFT
242,2025-08-12,Black,M,ROBBERY
243,2025-08-13,Hispanic,M,ASSAULT
244,2025-08-14,Black,F,NARCOTICS
245,2025-08-15,White,M,CRIMINAL TRESPASS
246,2025-08-16,Black,M,BATTERY
247,2025-08-17,Hispanic,F,THEFT
248,2025-08-18,Black,M,ASSAULT
249,2025-08-19,White,M,NARCOTICS
250,2025-08-20,Black,F,BATTERY
251,2025-09-01,Hispanic,M,THEFT
252,2025-09-02,Black,M,ROBBERY
253,2025-09-03,White,M,ASSAULT
254,2025-09-04,Black,F,NARCOTICS
255,2025-09-05,Hispanic,M,BATTERY
256,2025-09-06,Black,M,THEFT
257,2025-09-07,White,F,CRIMINAL DAMAGE
258,2025-09-08,Black,M,ASSAULT
259,2025-09-09,Hispanic,M,NARCOTICS
260,2025-09-10,Black,F,BATTERY
261,2025-09-11,White,M,THEFT
262,2025-09-12,Black,M,ROBBERY
263,2025-09-13,Hispanic,M,ASSAULT
264,2025-09-14,Black,F,NARCOTICS
265,2025-09-15,White,M,CRIMINAL TRESPASS
266,2025-09-16,Black,M,BATTERY
267,2025-09-17,Hispanic,F,THEFT
268,2025-09-18,Black,M,ASSAULT
269,2025-09-19,White,M,NARCOTICS
270,2025-09-20,Black,F,BATTERY
271,2025-10-01,Hispanic,M,THEFT
272,2025-10-02,Black,M,ROBBERY
273,2025-10-03,White,M,ASSAULT
274,2025-10-04,Black,F,NARCOTICS
275,2025-10-05,Hispanic,M,BATTERY
276,2025-10-06,Black,M,THEFT
277,2025-10-07,White,F,CRIMINAL DAMAGE
278,2025-10-08,Black,M,ASSAULT
279,2025-10-09,Hispanic,M,NARCOTICS
280,2025-10-10,Black,F,BATTERY
281,2025-10-11,White,M,THEFT
282,2025-10-12,Black,M,ROBBERY
283,2025-10-13,Hispanic,M,ASSAULT
284,2025-10-14,Black,F,NARCOTICS
285,2025-10-15,White,M,CRIMINAL TRESPASS
286,2025-10-16,Black,M,BATTERY
287,2025-10-17,Hispanic,F,THEFT
288,2025-10-18,Black,M,ASSAULT
289,2025-10-19,White,M,NARCOTICS
290,2025-10-20,Black,F,BATTERY
291,2025-11-01,Hispanic,M,THEFT
292,2025-11-02,Black,M,ROBBERY
293,2025-11-03,White,M,ASSAULT
294,2025-11-04,Black,F,NARCOTICS
295,2025-11-05,Hispanic,M,BATTERY
296,2025-11-06,Black,M,THEFT
297,2025-11-07,White,F,CRIMINAL DAMAGE
298,2025-11-08,Black,M,ASSAULT
299,2025-11-09,Hispanic,M,NARCOTICS
300,2025-11-10,Black,F,BATTERY
