ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
113,2025-01-24,BLACK,M,ROBBERY
114,2025-01-25,WHITE,F,BATTERY
115,2025-01-26,HISPANIC,M,NARCOTICS
116,2025-01-27,BLACK,M,THEFT
117,2025-01-28,BLACK,M,CRIMINAL DAMAGE
118,2025-01-29,WHITE,M,ASSAULT
119,2025-01-30,HISPANIC,M,BATTERY
120,2025-01-31,BLACK,M,NARCOTICS
121,2025-02-01,BLACK,M,THEFT
122,2025-02-02,WHITE,M,ROBBERY
123,2025-02-03,HISPANIC,M,ASSAULT
124,2025-02-04,BLACK,F,BATTERY
125,2025-02-05,BLACK,M,NARCOTICS
126,2025-02-06,WHITE,M,THEFT
127,2025-02-07,HISPANIC,M,CRIMINAL DAMAGE
128,2025-02-08,BLACK,M,ROBBERY
129,2025-02-09,BLACK,M,BATTERY
130,2025-02-10,WHITE,M,NARCOTICS
131,2025-02-11,HISPANIC,M,ASSAULT
132,2025-02-12,BLACK,M,THEFT
133,2025-02-13,BLACK,M,ROBBERY
134,2025-02-14,WHITE,M,BATTERY
135,2025-02-15,HISPANIC,M,NARCOTICS
136,2025-02-16,BLACK,F,ASSAULT
137,2025-02-17,BLACK,M,THEFT
138,2025-02-18,WHITE,M,CRIMINAL TRESPASS
139,2025-02-19,HISPANIC,M,ROBBERY
140,2025-02-20,BLACK,M,BATTERY
141,2025-02-21,BLACK,M,NARCOTICS
142,2025-02-22,WHITE,M,ASSAULT
143,2025-02-23,HISPANIC,M,THEFT
144,2025-02-24,BLACK,M,ROBBERY
145,2025-02-25,BLACK,M,BATTERY
146,2025-02-26,WHITE,F,NARCOTICS
147,2025-02-27,HISPANIC,M,ASSAULT
148,2025-02-28,BLACK,M,THEFT
149,2025-03-01,BLACK,M,CRIMINAL DAMAGE
150,2025-03-02,WHITE,M,ROBBERY
151,2025-03-03,HISPANIC,M,BATTERY
152,2025-03-04,BLACK,M,NARCOTICS
153,2025-03-05,BLACK,F,ASSAULT
154,2025-03-06,WHITE,M,THEFT
155,2025-03-07,HISPANIC,M,ROBBERY
156,2025-03-08,BLACK,M,BATTERY
157,2025-03-09,BLACK,M,NARCOTICS
158,2025-03-10,WHITE,M,ASSAULT
159,2025-03-11,HISPANIC,M,THEFT
160,2025-03-12,BLACK,M,ROBBERY
161,2025-03-13,BLACK,M,BATTERY
162,2025-03-14,WHITE,M,NARCOTICS
163,2025-03-15,HISPANIC,M,ASSAULT
164,2025-03-16,BLACK,F,THEFT
165,2025-03-17,BLACK,M,ROBBERY
166,2025-03-18,WHITE,M,BATTERY
167,2025-03-19,HISPANIC,M,NARCOTICS
168,2025-03-20,BLACK,M,ASSAULT
169,2025-03-21,BLACK,M,THEFT
170,2025-03-22,WHITE,M,ROBBERY
171,2025-03-23,HISPANIC,M,BATTERY
172,2025-03-24,BLACK,M,NARCOTICS
173,2025-03-25,BLACK,F,ASSAULT
174,2025-03-26,WHITE,M,THEFT
175,2025-03-27,HISPANIC,M,CRIMINAL DAMAGE
176,2025-03-28,BLACK,M,ROBBERY
177,2025-03-29,BLACK,M,BATTERY
178,2025-03-30,WHITE,M,NARCOTICS
179,2025-03-31,HISPANIC,M,ASSAULT
180,2025-04-01,BLACK,M,THEFT
181,2025-04-02,BLACK,M,ROBBERY
182,2025-04-03,WHITE,M,BATTERY
183,2025-04-04,HISPANIC,M,NARCOTICS
184,2025-04-05,BLACK,F,ASSAULT
185,2025-04-06,BLACK,M,THEFT
186,2025-04-07,WHITE,M,CRIMINAL TRESPASS
187,2025-04-08,HISPANIC,M,ROBBERY
188,2025-04-09,BLACK,M,BATTERY
189,2025-04-10,BLACK,M,NARCOTICS
190,2025-04-11,WHITE,M,ASSAULT
191,2025-04-12,HISPANIC,M,THEFT
192,2025-04-13,BLACK,M,ROBBERY
193,2025-04-14,BLACK,M,BATTERY
194,2025-04-15,WHITE,F,NARCOTICS
195,2025-04-16,HISPANIC,M,ASSAULT
196,2025-04-17,BLACK,M,THEFT
197,2025-04-18,BLACK,M,CRIMINAL DAMAGE
198,2025-04-19,WHITE,M,ROBBERY
199,2025-04-20,HISPANIC,M,BATTERY
200,2025-04-21,BLACK,M,NARCOTICS
201,2025-04-22,BLACK,F,ASSAULT
202,2025-04-23,WHITE,M,THEFT
203,2025-04-24,HISPANIC,M,ROBBERY
204,2025-04-25,BLACK,M,BATTERY
205,2025-04-26,BLACK,M,NARCOTICS
206,2025-04-27,WHITE,M,ASSAULT
207,2025-04-28,HISPANIC,M,THEFT
208,2025-04-29,BLACK,M,ROBBERY
209,2025-04-30,BLACK,M,BATTERY
210,2025-05-01,WHITE,M,NARCOTICS
211,2025-05-02,HISPANIC,M,ASSAULT
212,2025-05-03,BLACK,M,THEFT
213,2025-05-04,BLACK,M,ROBBERY
214,2025-05-05,WHITE,M,BATTERY
215,2025-05-06,HISPANIC,M,NARCOTICS
216,2025-05-07,BLACK,F,ASSAULT
217,2025-05-08,BLACK,M,THEFT
218,2025-05-09,WHITE,M,CRIMINAL DAMAGE
219,2025-05-10,HISPANIC,M,ROBBERY
220,2025-05-11,BLACK,M,BATTERY
221,2025-05-12,BLACK,M,NARCOTICS
222,2025-05-13,WHITE,M,ASSAULT
223,2025-05-14,HISPANIC,M,THEFT
224,2025-05-15,BLACK,M,ROBBERY
225,2025-05-16,BLACK,M,BATTERY
226,2025-05-17,WHITE,F,NARCOTICS
227,2025-05-18,HISPANIC,M,ASSAULT
228,2025-05-19,BLACK,M,THEFT
229,2025-05-20,BLACK,M,CRIMINAL DAMAGE
230,2025-05-21,WHITE,M,ROBBERY
231,2025-05-22,HISPANIC,M,BATTERY
232,2025-05-23,BLACK,M,NARCOTICS
233,2025-05-24,BLACK,F,ASSAULT
234,2025-05-25,WHITE,M,THEFT
235,2025-05-26,HISPANIC,M,ROBBERY
236,2025-05-27,BLACK,M,BATTERY
237,2025-05-28,BLACK,M,NARCOTICS
238,2025-05-29,WHITE,M,ASSAULT
239,2025-05-30,HISPANIC,M,THEFT
240,2025-05-31,BLACK,M,ROBBERY
241,2025-06-01,BLACK,M,BATTERY
242,2025-06-02,WHITE,M,NARCOTICS
243,2025-06-03,HISPANIC,M,ASSAULT
244,2025-06-04,BLACK,M,THEFT
245,2025-06-05,BLACK,M,ROBBERY
246,2025-06-06,WHITE,M,BATTERY
247,2025-06-07,HISPANIC,M,NARCOTICS
248,2025-06-08,BLACK,F,ASSAULT
249,2025-06-09,BLACK,M,THEFT
250,2025-06-10,WHITE,M,CRIMINAL DAMAGE
251,2025-06-11,HISPANIC,M,ROBBERY
252,2025-06-12,BLACK,M,BATTERY
253,2025-06-13,BLACK,M,NARCOTICS
254,2025-06-14,WHITE,M,ASSAULT
255,2025-06-15,HISPANIC,M,THEFT
256,2025-06-16,BLACK,M,ROBBERY
257,2025-06-17,BLACK,M,BATTERY
258,2025-06-18,WHITE,F,NARCOTICS
259,2025-06-19,HISPANIC,M,ASSAULT
260,2025-06-20,BLACK,M,THEFT
261,2025-06-21,BLACK,M,CRIMINAL DAMAGE
262,2025-06-22,WHITE,M,ROBBERY
263,2025-06-23,HISPANIC,M,BATTERY
264,2025-06-24,BLACK,M,NARCOTICS
265,2025-06-25,BLACK,F,ASSAULT
266,2025-06-26,WHITE,M,THEFT
267,2025-06-27,HISPANIC,M,ROBBERY
268,2025-06-28,BLACK,M,BATTERY
269,2025-06-29,BLACK,M,NARCOTICS
270,2025-06-30,WHITE,M,ASSAULT
271,2025-07-01,HISPANIC,M,THEFT
272,2025-07-02,BLACK,M,ROBBERY
273,2025-07-03,BLACK,M,BATTERY
274,2025-07-04,WHITE,M,NARCOTICS
275,2025-07-05,HISPANIC,M,ASSAULT
276,2025-07-06,BLACK,M,THEFT
277,2025-07-07,BLACK,M,ROBBERY
278,2025-07-08,WHITE,M,BATTERY
279,2025-07-09,HISPANIC,M,NARCOTICS
280,2025-07-10,BLACK,F,ASSAULT
281,2025-07-11,BLACK,M,THEFT
282,2025-07-12,WHITE,M,CRIMINAL DAMAGE
283,2025-07-13,HISPANIC,M,ROBBERY
284,2025-07-14,BLACK,M,BATTERY
285,2025-07-15,BLACK,M,NARCOTICS
286,2025-07-16,WHITE,M,ASSAULT
287,2025-07-17,HISPANIC,M,THEFT
288,2025-07-18,BLACK,M,ROBBERY
289,2025-07-19,BLACK,M,BATTERY
290,2025-07-20,WHITE,F,NARCOTICS
291,2025-07-21,HISPANIC,M,ASSAULT
292,2025-07-22,BLACK,M,THEFT
293,2025-07-23,BLACK,M,CRIMINAL DAMAGE
294,2025-07-24,WHITE,M,ROBBERY
295,2025-07-25,HISPANIC,M,BATTERY
296,2025-07-26,BLACK,M,NARCOTICS
297,2025-07-27,BLACK,F,ASSAULT
298,2025-07-28,WHITE,M,THEFT
299,2025-07-29,HISPANIC,M,ROBBERY
300,2025-07-30,BLACK,M,BATTERY
