ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
97,2025-06-21,BLACK,F,WEAPONS VIOLATION
98,2025-06-27,HISPANIC,M,BATTERY
99,2025-07-03,BLACK,M,ASSAULT
100,2025-07-09,BLACK,M,NARCOTICS
101,2025-07-15,HISPANIC,F,THEFT
102,2025-07-21,BLACK,M,BATTERY
103,2025-07-27,WHITE,M,OTHER OFFENSE
104,2025-08-02,BLACK,F,BURGLARY
105,2025-08-08,HISPANIC,M,NARCOTICS
106,2025-08-14,BLACK,M,THEFT
107,2025-08-20,BLACK,M,ASSAULT
108,2025-08-26,HISPANIC,F,ROBBERY
109,2025-09-01,BLACK,M,BATTERY
110,2025-09-07,WHITE,M,NARCOTICS
111,2025-09-13,BLACK,M,THEFT
112,2025-09-19,BLACK,F,WEAPONS VIOLATION
113,2025-09-25,HISPANIC,M,ASSAULT
114,2025-10-01,BLACK,M,BATTERY
115,2025-10-07,BLACK,M,NARCOTICS
116,2025-10-13,HISPANIC,F,THEFT
117,2025-10-19,BLACK,M,CRIMINAL TRESPASS
118,2025-10-25,WHITE,M,BATTERY
119,2025-10-31,BLACK,F,MOTOR VEHICLE THEFT
120,2025-11-06,HISPANIC,M,ASSAULT
121,2025-11-12,BLACK,M,THEFT
122,2025-11-18,BLACK,M,NARCOTICS
123,2025-11-24,HISPANIC,F,BURGLARY
124,2025-11-30,BLACK,M,BATTERY
125,2025-12-06,WHITE,M,ASSAULT
126,2025-12-12,BLACK,F,ROBBERY
127,2025-12-18,HISPANIC,M,THEFT
128,2025-12-24,BLACK,M,NARCOTICS
129,2025-12-30,BLACK,M,BATTERY
130,2024-01-08,OTHER/ASIAN/PACIFIC ISLANDER,M,THEFT
131,2024-01-14,BLACK,F,WEAPONS VIOLATION
132,2024-01-20,HISPANIC,M,BATTERY
133,2024-01-26,BLACK,M,ASSAULT
134,2024-02-01,WHITE,M,NARCOTICS
135,2024-02-07,BLACK,F,THEFT
136,2024-02-13,HISPANIC,M,BATTERY
137,2024-02-19,BLACK,M,CRIMINAL DAMAGE
138,2024-02-24,BLACK,F,BURGLARY
139,2024-03-02,HISPANIC,M,NARCOTICS
140,2024-03-08,BLACK,M,ASSAULT
141,2024-03-14,WHITE,M,THEFT
142,2024-03-20,BLACK,F,ROBBERY
143,2024-03-26,HISPANIC,M,BATTERY
144,2024-04-01,BLACK,M,NARCOTICS
145,2024-04-07,BLACK,M,THEFT
146,2024-04-13,HISPANIC,F,WEAPONS VIOLATION
147,2024-04-19,BLACK,M,ASSAULT
148,2024-04-25,WHITE,M,BATTERY
149,2024-05-01,BLACK,F,MOTOR VEHICLE THEFT
150,2024-05-07,HISPANIC,M,NARCOTICS
151,2024-05-13,BLACK,M,THEFT
152,2024-05-19,BLACK,M,BATTERY
153,2024-05-25,HISPANIC,F,BURGLARY
154,2024-05-31,BLACK,M,ASSAULT
155,2024-06-06,WHITE,M,NARCOTICS
156,2024-06-12,BLACK,F,THEFT
157,2024-06-18,HISPANIC,M,BATTERY
158,2024-06-24,BLACK,M,ROBBERY
159,2024-06-30,BLACK,M,NARCOTICS
160,2024-07-06,HISPANIC,F,WEAPONS VIOLATION
161,2024-07-12,BLACK,M,ASSAULT
162,2024-07-18,WHITE,M,BATTERY
163,2024-07-24,BLACK,F,NARCOTICS
164,2024-07-30,HISPANIC,M,THEFT
165,2024-08-05,BLACK,M,BATTERY
166,2024-08-11,BLACK,M,ASSAULT
167,2024-08-17,HISPANIC,F,ROBBERY
168,2024-08-23,BLACK,M,NARCOTICS
169,2024-08-29,WHITE,M,THEFT
170,2024-09-04,BLACK,F,BURGLARY
171,2024-09-10,HISPANIC,M,BATTERY
172,2024-09-16,BLACK,M,ASSAULT
173,2024-09-22,BLACK,M,NARCOTICS
174,2024-09-28,HISPANIC,F,WEAPONS VIOLATION
175,2024-10-04,BLACK,M,THEFT
176,2024-10-10,WHITE,M,BATTERY
177,2024-10-16,BLACK,F,MOTOR VEHICLE THEFT
178,2024-10-22,HISPANIC,M,ASSAULT
179,2024-10-28,BLACK,M,NARCOTICS
180,2024-11-03,BLACK,M,BATTERY
181,2024-11-09,HISPANIC,F,ROBBERY
182,2024-11-15,BLACK,M,THEFT
183,2024-11-21,WHITE,M,ASSAULT
184,2024-11-27,BLACK,F,NARCOTICS
185,2024-12-03,HISPANIC,M,BATTERY
186,2024-12-09,BLACK,M,ASSAULT
187,2024-12-15,BLACK,M,THEFT
188,2024-12-21,HISPANIC,F,WEAPONS VIOLATION
189,2024-12-27,BLACK,M,BATTERY
190,2025-01-02,WHITE,M,NARCOTICS
191,2025-01-08,BLACK,F,BURGLARY
192,2025-01-14,HISPANIC,M,ASSAULT
193,2025-01-20,BLACK,M,THEFT
194,2025-01-26,BLACK,M,NARCOTICS
195,2025-02-01,HISPANIC,F,ROBBERY
196,2025-02-07,BLACK,M,BATTERY
197,2025-02-13,WHITE,M,ASSAULT
198,2025-02-19,BLACK,F,NARCOTICS
199,2025-02-25,HISPANIC,M,THEFT
200,2025-03-03,BLACK,M,BATTERY
201,2025-03-09,BLACK,M,WEAPONS VIOLATION
202,2025-03-15,HISPANIC,F,BURGLARY
203,2025-03-21,BLACK,M,ASSAULT
204,2025-03-27,WHITE,M,NARCOTICS
205,2025-04-02,BLACK,F,THEFT
206,2025-04-08,HISPANIC,M,BATTERY
207,2025-04-14,BLACK,M,ROBBERY
208,2025-04-20,BLACK,M,NARCOTICS
209,2025-04-26,HISPANIC,F,WEAPONS VIOLATION
210,2025-05-02,BLACK,M,ASSAULT
211,2025-05-08,WHITE,M,BATTERY
212,2025-05-14,BLACK,F,MOTOR VEHICLE THEFT
213,2025-05-20,HISPANIC,M,NARCOTICS
214,2025-05-26,BLACK,M,THEFT
215,2025-06-01,BLACK,M,BATTERY
216,2025-06-07,HISPANIC,F,ROBBERY
217,2025-06-13,BLACK,M,ASSAULT
218,2025-06-19,WHITE,M,NARCOTICS
219,2025-06-25,BLACK,F,THEFT
220,2025-07-01,HISPANIC,M,BATTERY
221,2025-07-07,BLACK,M,WEAPONS VIOLATION
222,2025-07-13,BLACK,M,NARCOTICS
223,2025-07-19,HISPANIC,F,BURGLARY
224,2025-07-25,BLACK,M,ASSAULT
225,2025-07-31,WHITE,M,BATTERY
226,2025-08-06,BLACK,F,NARCOTICS
227,2025-08-12,HISPANIC,M,THEFT
228,2025-08-18,BLACK,M,BATTERY
229,2025-08-24,BLACK,M,ROBBERY
230,2025-08-30,HISPANIC,F,WEAPONS VIOLATION
231,2025-09-05,BLACK,M,ASSAULT
232,2025-09-11,WHITE,M,NARCOTICS
233,2025-09-17,BLACK,F,THEFT
234,2025-09-23,HISPANIC,M,BATTERY
235,2025-09-29,BLACK,M,MOTOR VEHICLE THEFT
236,2025-10-05,BLACK,M,NARCOTICS
237,2025-10-11,HISPANIC,F,ROBBERY
238,2025-10-17,BLACK,M,ASSAULT
239,2025-10-23,WHITE,M,BATTERY
240,2025-10-29,BLACK,F,BURGLARY
241,2025-11-04,HISPANIC,M,THEFT
242,2025-11-10,BLACK,M,BATTERY
243,2025-11-16,BLACK,M,NARCOTICS
244,2025-11-22,HISPANIC,F,WEAPONS VIOLATION
245,2025-11-28,BLACK,M,ASSAULT
246,2025-12-04,WHITE,M,BATTERY
247,2025-12-10,BLACK,F,NARCOTICS
248,2025-12-16,HISPANIC,M,THEFT
249,2025-12-22,BLACK,M,ROBBERY
250,2025-12-28,BLACK,M,BATTERY
251,2024-01-10,BLACK,M,ASSAULT
252,2024-02-15,HISPANIC,M,NARCOTICS
253,2024-03-20,BLACK,F,THEFT
254,2024-04-25,BLACK,M,BATTERY
255,2024-05-30,WHITE,M,DECEPTIVE PRACTICE
256,2024-07-05,BLACK,F,ROBBERY
257,2024-08-10,HISPANIC,M,NARCOTICS
258,2024-09-15,BLACK,M,ASSAULT
259,2024-10-20,BLACK,M,THEFT
260,2024-11-25,HISPANIC,F,BURGLARY
261,2024-12-30,BLACK,M,BATTERY
262,2025-02-04,BLACK,M,NARCOTICS
263,2025-03-11,WHITE,F,WEAPONS VIOLATION
264,2025-04-16,BLACK,M,ASSAULT
265,2025-05-21,HISPANIC,M,BATTERY
266,2025-06-26,BLACK,F,ROBBERY
267,2025-07-31,BLACK,M,NARCOTICS
268,2025-09-05,HISPANIC,M,THEFT
269,2025-10-10,BLACK,M,ASSAULT
270,2025-11-15,WHITE,M,BATTERY
271,2024-01-22,BLACK,M,NARCOTICS
272,2024-02-28,HISPANIC,F,THEFT
273,2024-04-05,BLACK,M,BATTERY
274,2024-05-11,BLACK,M,ASSAULT
275,2024-06-17,HISPANIC,M,NARCOTICS
276,2024-07-23,BLACK,F,WEAPONS VIOLATION
277,2024-08-29,BLACK,M,THEFT
278,2024-10-04,WHITE,M,BATTERY
279,2024-11-10,HISPANIC,M,ASSAULT
280,2024-12-16,BLACK,F,ROBBERY
281,2025-01-21,BLACK,M,NARCOTICS
282,2025-02-27,HISPANIC,M,BATTERY
283,2025-04-04,BLACK,M,ASSAULT
284,2025-05-10,BLACK,F,BURGLARY
285,2025-06-16,WHITE,M,THEFT
286,2025-07-22,HISPANIC,M,NARCOTICS
287,2025-08-28,BLACK,M,BATTERY
288,2025-10-03,BLACK,M,ASSAULT
289,2025-11-09,HISPANIC,F,WEAPONS VIOLATION
290,2025-12-15,BLACK,M,NARCOTICS
291,2024-03-12,BLACK,M,THEFT
292,2024-06-18,HISPANIC,M,BATTERY
293,2024-09-24,BLACK,F,ROBBERY
294,2024-12-30,WHITE,M,ASSAULT
295,2025-04-05,BLACK,M,NARCOTICS
296,2025-07-11,HISPANIC,M,THEFT
297,2025-10-17,BLACK,F,BATTERY
298,2024-05-20,BLACK,M,ASSAULT
299,2025-08-25,HISPANIC,M,NARCOTICS
300,2025-11-30,BLACK,M,THEFT
