ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
63,2024-07-03,BLACK,F,ROBBERY
64,2024-07-06,BLACK,M,ASSAULT
65,2024-07-09,HISPANIC,M,BATTERY
66,2024-07-12,BLACK,M,CRIMINAL DAMAGE
67,2024-07-15,BLACK,F,WEAPONS VIOLATION
68,2024-07-18,WHITE,M,DECEPTIVE PRACTICE
69,2024-07-21,BLACK,M,THEFT
70,2024-07-24,HISPANIC,M,NARCOTICS
71,2024-07-27,BLACK,M,BATTERY
72,2024-07-30,BLACK,F,BURGLARY
73,2024-08-02,HISPANIC,M,ASSAULT
74,2024-08-05,BLACK,M,THEFT
75,2024-08-08,BLACK,M,BATTERY
76,2024-08-11,WHITE,F,NARCOTICS
77,2024-08-14,BLACK,M,CRIMINAL TRESPASS
78,2024-08-17,HISPANIC,M,THEFT
79,2024-08-20,BLACK,F,ROBBERY
80,2024-08-23,BLACK,M,ASSAULT
81,2024-08-26,HISPANIC,M,BATTERY
82,2024-08-29,BLACK,M,NARCOTICS
83,2024-09-01,BLACK,F,WEAPONS VIOLATION
84,2024-09-04,OTHER/ASIAN/PACIFIC ISLANDER,M,DECEPTIVE PRACTICE
85,2024-09-07,BLACK,M,THEFT
86,2024-09-10,HISPANIC,M,BATTERY
87,2024-09-13,BLACK,F,MOTOR VEHICLE THEFT
88,2024-09-16,BLACK,M,ASSAULT
89,2024-09-19,WHITE,M,NARCOTICS
90,2024-09-22,BLACK,M,BATTERY
91,2024-09-25,HISPANIC,M,THEFT
92,2024-09-28,BLACK,F,BURGLARY
93,2024-10-01,BLACK,M,ASSAULT
94,2024-10-04,BLACK,M,CRIMINAL DAMAGE
95,2024-10-07,HISPANIC,M,BATTERY
96,2024-10-10,BLACK,F,ROBBERY
97,2024-10-13,WHITE,M,THEFT
98,2024-10-16,BLACK,M,NARCOTICS
99,2024-10-19,HISPANIC,M,ASSAULT
100,2024-10-22,BLACK,F,WEAPONS VIOLATION
101,2024-10-25,BLACK,M,BATTERY
102,2024-10-28,BLACK,M,THEFT
103,2024-10-31,HISPANIC,M,DECEPTIVE PRACTICE
104,2024-11-03,BLACK,F,NARCOTICS
105,2024-11-06,BLACK,M,CRIMINAL TRESPASS
106,2024-11-09,WHITE,M,BATTERY
107,2024-11-12,HISPANIC,M,ASSAULT
108,2024-11-15,BLACK,F,BURGLARY
109,2024-11-18,BLACK,M,THEFT
110,2024-11-21,BLACK,M,BATTERY
111,2024-11-24,HISPANIC,F,MOTOR VEHICLE THEFT
112,2024-11-27,BLACK,M,ASSAULT
113,2024-11-30,BLACK,M,NARCOTICS
114,2024-12-03,HISPANIC,M,BATTERY
115,2024-12-06,WHITE,M,PUBLIC PEACE VIOLATION
116,2024-12-09,BLACK,F,ROBBERY
117,2024-12-12,BLACK,M,THEFT
118,2024-12-15,HISPANIC,M,ASSAULT
119,2024-12-18,BLACK,M,BATTERY
120,2024-12-21,BLACK,F,WEAPONS VIOLATION
121,2024-12-24,BLACK,M,CRIMINAL DAMAGE
122,2024-12-27,HISPANIC,M,NARCOTICS
123,2024-12-30,BLACK,M,THEFT
124,2025-01-02,BLACK,F,BATTERY
125,2025-01-05,WHITE,M,DECEPTIVE PRACTICE
126,2025-01-08,HISPANIC,M,ASSAULT
127,2025-01-11,BLACK,M,BATTERY
128,2025-01-14,BLACK,F,BURGLARY
129,2025-01-17,HISPANIC,M,THEFT
130,2025-01-20,BLACK,M,NARCOTICS
131,2025-01-23,BLACK,M,ASSAULT
132,2025-01-26,BLACK,F,ROBBERY
133,2025-01-29,HISPANIC,M,BATTERY
134,2025-02-01,WHITE,M,CRIMINAL TRESPASS
135,2025-02-04,BLACK,M,THEFT
136,2025-02-07,BLACK,M,NARCOTICS
137,2025-02-10,HISPANIC,F,WEAPONS VIOLATION
138,2025-02-13,BLACK,M,ASSAULT
139,2025-02-16,BLACK,M,BATTERY
140,2025-02-19,HISPANIC,M,THEFT
141,2025-02-22,BLACK,F,MOTOR VEHICLE THEFT
142,2025-02-25,OTHER/ASIAN/PACIFIC ISLANDER,M,PUBLIC PEACE VIOLATION
143,2025-02-28,BLACK,M,BATTERY
144,2025-03-03,WHITE,M,ASSAULT
145,2025-03-06,HISPANIC,M,NARCOTICS
146,2025-03-09,BLACK,F,BURGLARY
147,2025-03-12,BLACK,M,THEFT
148,2025-03-15,BLACK,M,BATTERY
149,2025-03-18,HISPANIC,M,DECEPTIVE PRACTICE
150,2025-03-21,BLACK,F,ROBBERY
151,2025-03-24,BLACK,M,ASSAULT
152,2025-03-27,HISPANIC,M,BATTERY
153,2025-03-30,BLACK,M,NARCOTICS
154,2025-04-02,WHITE,M,THEFT
155,2025-04-05,BLACK,F,WEAPONS VIOLATION
156,2025-04-08,BLACK,M,CRIMINAL DAMAGE
157,2025-04-11,HISPANIC,M,ASSAULT
158,2025-04-14,BLACK,M,BATTERY
159,2025-04-17,BLACK,M,THEFT
160,2025-04-20,HISPANIC,F,NARCOTICS
161,2025-04-23,BLACK,M,BATTERY
162,2025-04-26,WHITE,M,DECEPTIVE PRACTICE
163,2025-04-29,BLACK,M,ASSAULT
164,2025-05-02,HISPANIC,M,THEFT
165,2025-05-05,BLACK,F,BURGLARY
166,2025-05-08,BLACK,M,BATTERY
167,2025-05-11,BLACK,M,NARCOTICS
168,2025-05-14,HISPANIC,M,ASSAULT
169,2025-05-17,BLACK,F,ROBBERY
170,2025-05-20,BLACK,M,BATTERY
171,2025-05-23,WHITE,M,CRIMINAL TRESPASS
172,2025-05-26,HISPANIC,M,THEFT
173,2025-05-29,BLACK,M,ASSAULT
174,2025-06-01,BLACK,F,WEAPONS VIOLATION
175,2025-06-04,BLACK,M,BATTERY
176,2025-06-07,HISPANIC,M,NARCOTICS
177,2025-06-10,BLACK,M,THEFT
178,2025-06-13,WHITE,M,DECEPTIVE PRACTICE
179,2025-06-16,BLACK,F,MOTOR VEHICLE THEFT
180,2025-06-19,HISPANIC,M,ASSAULT
181,2025-06-22,BLACK,M,BATTERY
182,2025-06-25,BLACK,M,CRIMINAL DAMAGE
183,2025-06-28,HISPANIC,M,THEFT
184,2025-07-01,BLACK,F,BURGLARY
185,2025-07-04,BLACK,M,BATTERY
186,2025-07-07,WHITE,M,PUBLIC PEACE VIOLATION
187,2025-07-10,HISPANIC,M,ASSAULT
188,2025-07-13,BLACK,M,NARCOTICS
189,2025-07-16,BLACK,M,THEFT
190,2025-07-19,HISPANIC,F,ROBBERY
191,2025-07-22,BLACK,M,BATTERY
192,2025-07-25,BLACK,M,ASSAULT
193,2025-07-28,WHITE,M,THEFT
194,2025-07-31,BLACK,F,WEAPONS VIOLATION
195,2025-08-03,HISPANIC,M,BATTERY
196,2025-08-06,BLACK,M,NARCOTICS
197,2025-08-09,BLACK,M,CRIMINAL TRESPASS
198,2025-08-12,HISPANIC,M,THEFT
199,2025-08-15,BLACK,F,BURGLARY
200,2025-08-18,BLACK,M,ASSAULT
201,2025-08-21,OTHER/ASIAN/PACIFIC ISLANDER,M,BATTERY
202,2025-08-24,HISPANIC,M,DECEPTIVE PRACTICE
203,2025-08-27,BLACK,M,THEFT
204,2025-08-30,WHITE,M,NARCOTICS
205,2025-09-02,BLACK,F,ROBBERY
206,2025-09-05,HISPANIC,M,BATTERY
207,2025-09-08,BLACK,M,ASSAULT
208,2025-09-11,BLACK,M,THEFT
209,2025-09-14,HISPANIC,M,MOTOR VEHICLE THEFT
210,2025-09-17,BLACK,F,WEAPONS VIOLATION
211,2025-09-20,BLACK,M,BATTERY
212,2025-09-23,WHITE,M,NARCOTICS
213,2025-09-26,HISPANIC,M,ASSAULT
214,2025-09-29,BLACK,M,THEFT
215,2025-10-02,BLACK,F,BURGLARY
216,2025-10-05,HISPANIC,M,BATTERY
217,2025-10-08,BLACK,M,CRIMINAL DAMAGE
218,2025-10-11,BLACK,M,ASSAULT
219,2025-10-14,WHITE,M,THEFT
220,2025-10-17,HISPANIC,F,ROBBERY
221,2025-10-20,BLACK,M,NARCOTICS
222,2025-10-23,BLACK,M,BATTERY
223,2025-10-26,HISPANIC,M,THEFT
224,2025-10-29,BLACK,F,WEAPONS VIOLATION
225,2025-11-01,BLACK,M,ASSAULT
226,2025-11-04,WHITE,M,PUBLIC PEACE VIOLATION
227,2025-11-07,HISPANIC,M,BATTERY
228,2025-11-10,BLACK,M,THEFT
229,2025-11-13,BLACK,F,NARCOTICS
230,2025-11-16,HISPANIC,M,DECEPTIVE PRACTICE
231,2025-11-19,BLACK,M,BATTERY
232,2025-11-22,BLACK,M,ASSAULT
233,2025-11-25,HISPANIC,M,THEFT
234,2025-11-28,WHITE,M,NARCOTICS
235,2025-12-01,BLACK,F,BURGLARY
236,2025-12-04,BLACK,M,BATTERY
237,2025-12-07,HISPANIC,M,ASSAULT
238,2025-12-10,BLACK,M,THEFT
239,2025-12-13,BLACK,M,CRIMINAL TRESPASS
240,2025-12-16,HISPANIC,F,ROBBERY
241,2025-12-19,BLACK,M,BATTERY
242,2025-12-22,WHITE,M,DECEPTIVE PRACTICE
243,2025-12-25,BLACK,M,NARCOTICS
244,2025-12-28,HISPANIC,M,THEFT
245,2025-12-31,BLACK,F,WEAPONS VIOLATION
246,2024-01-10,BLACK,M,BATTERY
247,2024-01-15,HISPANIC,M,THEFT
248,2024-01-20,BLACK,F,NARCOTICS
249,2024-01-25,BLACK,M,ASSAULT
250,2024-02-05,BLACK,M,BATTERY
251,2024-02-10,HISPANIC,F,ROBBERY
252,2024-02-15,BLACK,M,THEFT
253,2024-02-20,BLACK,M,NARCOTICS
254,2024-03-05,HISPANIC,M,ASSAULT
255,2024-03-10,BLACK,F,WEAPONS VIOLATION
256,2024-03-15,BLACK,M,BATTERY
257,2024-03-20,HISPANIC,M,THEFT
258,2024-04-05,BLACK,M,ASSAULT
259,2024-04-10,BLACK,F,BURGLARY
260,2024-04-15,HISPANIC,M,BATTERY
261,2024-04-20,BLACK,M,THEFT
262,2024-05-05,BLACK,M,NARCOTICS
263,2024-05-10,HISPANIC,M,ASSAULT
264,2024-05-15,BLACK,F,ROBBERY
265,2024-05-20,BLACK,M,BATTERY
266,2024-06-05,HISPANIC,M,THEFT
267,2024-06-10,BLACK,M,ASSAULT
268,2024-06-15,BLACK,F,NARCOTICS
269,2024-06-20,HISPANIC,M,BATTERY
270,2024-07-05,BLACK,M,THEFT
271,2024-07-10,BLACK,M,ASSAULT
272,2024-07-15,HISPANIC,F,WEAPONS VIOLATION
273,2024-07-20,BLACK,M,BATTERY
274,2024-08-05,BLACK,M,NARCOTICS
275,2024-08-10,HISPANIC,M,THEFT
276,2024-08-15,BLACK,F,BURGLARY
277,2024-08-20,BLACK,M,ASSAULT
278,2024-09-05,HISPANIC,M,BATTERY
279,2024-09-10,BLACK,M,THEFT
280,2024-09-15,BLACK,M,NARCOTICS
281,2024-09-20,HISPANIC,F,ROBBERY
282,2024-10-05,BLACK,M,ASSAULT
283,2024-10-10,BLACK,M,BATTERY
284,2024-10-15,HISPANIC,M,THEFT
285,2024-10-20,BLACK,F,WEAPONS VIOLATION
286,2024-11-05,BLACK,M,ASSAULT
287,2024-11-10,HISPANIC,M,BATTERY
288,2024-11-15,BLACK,M,THEFT
289,2024-11-20,BLACK,F,NARCOTICS
290,2024-12-05,HISPANIC,M,ASSAULT
291,2024-12-10,BLACK,M,BATTERY
292,2024-12-15,BLACK,M,THEFT
293,2024-12-20,HISPANIC,F,ROBBERY
294,2024-12-25,BLACK,M,ASSAULT
295,2025-01-05,BLACK,M,BATTERY
296,2025-01-15,HISPANIC,M,THEFT
297,2025-01-25,BLACK,F,NARCOTICS
298,2025-02-05,BLACK,M,ASSAULT
299,2025-02-15,HISPANIC,M,BATTERY
300,2025-02-25,BLACK,M,THEFT
