ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
219,2024-05-05,WHITE,M,BATTERY
220,2024-05-10,HISPANIC,M,NARCOTICS
221,2024-05-15,BLACK,F,ASSAULT
222,2024-05-20,BLACK,M,THEFT
223,2024-05-25,WHITE,M,WEAPONS VIOLATION
224,2024-05-30,HISPANIC,M,ROBBERY
225,2024-06-04,BLACK,M,BATTERY
226,2024-06-09,BLACK,M,NARCOTICS
227,2024-06-14,WHITE,F,THEFT
228,2024-06-19,HISPANIC,M,ASSAULT
229,2024-06-24,BLACK,M,WEAPONS VIOLATION
230,2024-06-29,BLACK,F,BATTERY
231,2024-07-04,WHITE,M,NARCOTICS
232,2024-07-09,HISPANIC,M,THEFT
233,2024-07-14,BLACK,M,MOTOR VEHICLE THEFT
234,2024-07-19,BLACK,M,ROBBERY
235,2024-07-24,WHITE,M,ASSAULT
236,2024-07-29,HISPANIC,F,BATTERY
237,2024-08-03,BLACK,M,WEAPONS VIOLATION
238,2024-08-08,BLACK,M,NARCOTICS
239,2024-08-13,WHITE,M,THEFT
240,2024-08-18,HISPANIC,M,ASSAULT
241,2024-08-23,BLACK,F,BATTERY
242,2024-08-28,BLACK,M,WEAPONS VIOLATION
243,2024-09-02,WHITE,M,ROBBERY
244,2024-09-07,HISPANIC,M,NARCOTICS
245,2024-09-12,BLACK,M,THEFT
246,2024-09-17,BLACK,M,BATTERY
247,2024-09-22,WHITE,F,ASSAULT
248,2024-09-27,HISPANIC,M,MOTOR VEHICLE THEFT
249,2024-10-02,BLACK,M,WEAPONS VIOLATION
250,2024-10-07,BLACK,F,NARCOTICS
251,2024-10-12,WHITE,M,BATTERY
252,2024-10-17,HISPANIC,M,THEFT
253,2024-10-22,BLACK,M,ASSAULT
254,2024-10-27,BLACK,M,ROBBERY
255,2024-11-01,WHITE,M,NARCOTICS
256,2024-11-06,HISPANIC,F,BATTERY
257,2024-11-11,BLACK,M,WEAPONS VIOLATION
258,2024-11-16,BLACK,M,THEFT
259,2024-11-21,WHITE,M,MOTOR VEHICLE THEFT
260,2024-11-26,HISPANIC,M,ASSAULT
261,2024-12-01,BLACK,F,BATTERY
262,2024-12-06,BLACK,M,NARCOTICS
263,2024-12-11,WHITE,M,WEAPONS VIOLATION
264,2024-12-16,HISPANIC,M,ROBBERY
265,2024-12-21,BLACK,M,THEFT
266,2024-12-26,BLACK,M,BATTERY
267,2024-12-31,WHITE,F,ASSAULT
268,2025-01-05,HISPANIC,M,NARCOTICS
269,2025-01-10,BLACK,M,WEAPONS VIOLATION
270,2025-01-15,BLACK,F,BATTERY
271,2025-01-20,WHITE,M,THEFT
272,2025-01-25,HISPANIC,M,MOTOR VEHICLE THEFT
273,2025-01-30,BLACK,M,ASSAULT
274,2025-02-04,BLACK,M,ROBBERY
275,2025-02-09,WHITE,M,NARCOTICS
276,2025-02-14,HISPANIC,F,BATTERY
277,2025-02-19,BLACK,M,WEAPONS VIOLATION
278,2025-02-24,BLACK,M,THEFT
279,2025-03-01,WHITE,M,ASSAULT
280,2025-03-06,HISPANIC,M,NARCOTICS
281,2025-03-11,BLACK,F,BATTERY
282,2025-03-16,BLACK,M,WEAPONS VIOLATION
283,2025-03-21,WHITE,M,ROBBERY
284,2025-03-26,HISPANIC,M,THEFT
285,2025-03-31,BLACK,M,MOTOR VEHICLE THEFT
286,2025-04-05,BLACK,M,ASSAULT
287,2025-04-10,WHITE,F,NARCOTICS
288,2025-04-15,HISPANIC,M,BATTERY
289,2025-04-20,BLACK,M,WEAPONS VIOLATION
290,2025-04-25,BLACK,F,THEFT
291,2025-04-30,WHITE,M,BATTERY
292,2025-05-05,HISPANIC,M,NARCOTICS
293,2025-05-10,BLACK,M,ASSAULT
294,2025-05-15,BLACK,M,ROBBERY
295,2025-05-20,WHITE,M,WEAPONS VIOLATION
296,2025-05-25,HISPANIC,F,THEFT
297,2025-05-30,BLACK,M,BATTERY
298,2025-06-04,BLACK,M,NARCOTICS
299,2025-06-09,WHITE,M,ASSAULT
300,2025-06-14,HISPANIC,M,WEAPONS VIOLATION
