ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
1217,2024-04-28,HISPANIC,M,WEAPONS VIOLATION
1218,2024-05-15,BLACK,M,ROBBERY
1219,2024-06-22,BLACK,F,ASSAULT
1220,2024-07-30,WHITE,M,NARCOTICS
1221,2024-08-12,HISPANIC,F,THEFT
1222,2024-09-05,BLACK,M,BATTERY
1223,2024-10-18,BLACK,F,NARCOTICS
1224,2024-11-25,WHITE,M,WEAPONS VIOLATION
1225,2024-12-30,HISPANIC,M,ROBBERY
1226,2025-01-15,BLACK,M,ASSAULT
1227,2025-02-10,BLACK,F,THEFT
1228,2025-03-20,WHITE,M,BATTERY
1229,2025-04-28,HISPANIC,F,NARCOTICS
1230,2025-05-15,BLACK,M,WEAPONS VIOLATION
1231,2025-06-22,BLACK,F,ROBBERY
1232,2025-07-30,WHITE,M,THEFT
1233,2025-08-12,HISPANIC,M,BATTERY
1234,2025-09-05,BLACK,M,NARCOTICS
1235,2025-10-18,BLACK,F,ASSAULT
1236,2025-11-25,WHITE,M,WEAPONS VIOLATION
1237,2025-12-30,HISPANIC,F,ROBBERY
1238,2024-01-20,BLACK,M,BATTERY
1239,2024-02-12,BLACK,F,NARCOTICS
1240,2024-03-28,WHITE,M,THEFT
1241,2024-04-05,HISPANIC,M,ROBBERY
1242,2024-05-18,BLACK,M,ASSAULT
1243,2024-06-10,BLACK,F,WEAPONS VIOLATION
1244,2024-07-15,WHITE,M,NARCOTICS
1245,2024-08-20,HISPANIC,F,BATTERY
1246,2024-09-25,BLACK,M,THEFT
1247,2024-10-30,BLACK,F,ROBBERY
1248,2024-11-12,WHITE,M,BATTERY
1249,2024-12-22,HISPANIC,M,WEAPONS VIOLATION
1250,2025-01-10,BLACK,M,NARCOTICS
1251,2025-02-05,BLACK,F,ASSAULT
1252,2025-03-12,WHITE,M,THEFT
1253,2025-04-20,HISPANIC,F,BATTERY
1254,2025-05-28,BLACK,M,ROBBERY
1255,2025-06-05,BLACK,F,NARCOTICS
1256,2025-07-15,WHITE,M,WEAPONS VIOLATION
1257,2025-08-22,HISPANIC,M,THEFT
1258,2025-09-30,BLACK,M,BATTERY
1259,2025-10-12,BLACK,F,ASSAULT
1260,2025-11-20,WHITE,M,NARCOTICS
1261,2025-12-05,HISPANIC,F,WEAPONS VIOLATION
1262,2024-01-25,BLACK,M,THEFT
1263,2024-02-15,BLACK,F,BATTERY
1264,2024-03-10,WHITE,M,ROBBERY
1265,2024-04-22,HISPANIC,M,NARCOTICS
1266,2024-05-05,BLACK,M,WEAPONS VIOLATION
1267,2024-06-18,BLACK,F,ASSAULT
1268,2024-07-25,WHITE,M,BATTERY
1269,2024-08-30,HISPANIC,F,THEFT
1270,2024-09-12,BLACK,M,NARCOTICS
1271,2024-10-20,BLACK,F,ROBBERY
1272,2024-11-05,WHITE,M,WEAPONS VIOLATION
1273,2024-12-12,HISPANIC,M,BATTERY
1274,2025-01-22,BLACK,M,NARCOTICS
1275,2025-02-28,BLACK,F,THEFT
1276,2025-03-15,WHITE,M,ASSAULT
1277,2025-04-10,HISPANIC,F,WEAPONS VIOLATION
1278,2025-05-18,BLACK,M,BATTERY
1279,2025-06-25,BLACK,F,ROBBERY
1280,2025-07-30,WHITE,M,NARCOTICS
1281,2025-08-15,HISPANIC,M,THEFT
1282,2025-09-22,BLACK,M,WEAPONS VIOLATION
1283,2025-10-10,BLACK,F,BATTERY
1284,2025-11-18,WHITE,M,ASSAULT
1285,2025-12-05,HISPANIC,F,NARCOTICS
1286,2024-01-05,BLACK,M,BATTERY
1287,2024-02-12,BLACK,F,ROBBERY
1288,2024-03-25,WHITE,M,THEFT
1289,2024-04-02,HISPANIC,M,NARCOTICS
1290,2024-05-15,BLACK,M,WEAPONS VIOLATION
1291,2024-06-20,BLACK,F,ASSAULT
1292,2024-07-28,WHITE,M,BATTERY
1293,2024-08-10,HISPANIC,F,THEFT
1294,2024-09-18,BLACK,M,NARCOTICS
1295,2024-10-25,BLACK,F,ROBBERY
1296,2024-11-12,WHITE,M,WEAPONS VIOLATION
1297,2024-12-30,HISPANIC,M,BATTERY
1298,2025-01-15,BLACK,M,NARCOTICS
1299,2025-02-22,BLACK,F,THEFT
1300,2025-03-10,WHITE,M,ASSAULT
