ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
154,2025-05-24,WHITE,M,OTHER OFFENSE
155,2025-06-06,HISPANIC,M,WEAPONS VIOLATION
156,2025-06-19,BLACK,M,NARCOTICS
157,2025-07-02,BLACK,F,BATTERY
158,2025-07-15,BLACK,M,WEAPONS VIOLATION
159,2025-07-28,WHITE,M,ASSAULT
160,2025-08-10,HISPANIC,M,BURGLARY
161,2025-08-23,BLACK,M,NARCOTICS
162,2025-09-05,BLACK,F,THEFT
163,2025-09-18,BLACK,M,WEAPONS VIOLATION
164,2025-10-01,WHITE,M,DECEPTIVE PRACTICE
165,2025-10-14,HISPANIC,M,BATTERY
166,2025-10-27,BLACK,M,NARCOTICS
167,2025-11-09,BLACK,F,ASSAULT
168,2025-11-22,BLACK,M,THEFT
169,2025-12-05,WHITE,M,OTHER OFFENSE
170,2025-12-18,HISPANIC,M,WEAPONS VIOLATION
171,2024-01-10,BLACK,M,NARCOTICS
172,2024-01-22,HISPANIC,M,BATTERY
173,2024-02-04,BLACK,F,THEFT
174,2024-02-16,BLACK,M,WEAPONS VIOLATION
175,2024-02-29,WHITE,M,ASSAULT
176,2024-03-12,BLACK,M,NARCOTICS
177,2024-03-25,HISPANIC,M,BURGLARY
178,2024-04-06,BLACK,M,BATTERY
179,2024-04-19,BLACK,F,NARCOTICS
180,2024-05-02,WHITE,M,DECEPTIVE PRACTICE
181,2024-05-15,BLACK,M,THEFT
182,2024-05-28,HISPANIC,M,WEAPONS VIOLATION
183,2024-06-10,BLACK,M,NARCOTICS
184,2024-06-23,BLACK,F,BATTERY
185,2024-07-05,WHITE,M,ASSAULT
186,2024-07-18,HISPANIC,M,MOTOR VEHICLE THEFT
187,2024-07-31,BLACK,M,NARCOTICS
188,2024-08-13,BLACK,F,THEFT
189,2024-08-26,BLACK,M,WEAPONS VIOLATION
190,2024-09-08,WHITE,M,DECEPTIVE PRACTICE
191,2024-09-21,HISPANIC,M,BATTERY
192,2024-10-04,BLACK,M,NARCOTICS
193,2024-10-17,BLACK,F,ASSAULT
194,2024-10-30,BLACK,M,THEFT
195,2024-11-12,WHITE,M,OTHER OFFENSE
196,2024-11-25,HISPANIC,M,WEAPONS VIOLATION
197,2024-12-08,BLACK,M,NARCOTICS
198,2024-12-21,BLACK,F,BATTERY
199,2025-01-03,BLACK,M,WEAPONS VIOLATION
200,2025-01-16,WHITE,M,ASSAULT
201,2025-01-29,HISPANIC,M,BURGLARY
202,2025-02-11,BLACK,M,NARCOTICS
203,2025-02-24,BLACK,F,THEFT
204,2025-03-09,BLACK,M,WEAPONS VIOLATION
205,2025-03-22,WHITE,M,DECEPTIVE PRACTICE
206,2025-04-04,HISPANIC,M,BATTERY
207,2025-04-17,BLACK,M,NARCOTICS
208,2025-04-30,BLACK,F,ASSAULT
209,2025-05-13,BLACK,M,THEFT
210,2025-05-26,WHITE,M,OTHER OFFENSE
211,2025-06-08,HISPANIC,M,WEAPONS VIOLATION
212,2025-06-21,BLACK,M,NARCOTICS
213,2025-07-04,BLACK,F,BATTERY
214,2025-07-17,BLACK,M,WEAPONS VIOLATION
215,2025-07-30,WHITE,M,ASSAULT
216,2025-08-12,HISPANIC,M,BURGLARY
217,2025-08-25,BLACK,M,NARCOTICS
218,2025-09-07,BLACK,F,THEFT
219,2025-09-20,BLACK,M,WEAPONS VIOLATION
220,2025-10-03,WHITE,M,DECEPTIVE PRACTICE
221,2025-10-16,HISPANIC,M,BATTERY
222,2025-10-29,BLACK,M,NARCOTICS
223,2025-11-11,BLACK,F,ASSAULT
224,2025-11-24,BLACK,M,THEFT
225,2025-12-07,WHITE,M,OTHER OFFENSE
226,2025-12-20,HISPANIC,M,WEAPONS VIOLATION
227,2024-01-05,BLACK,M,NARCOTICS
228,2024-01-18,HISPANIC,M,BATTERY
229,2024-01-31,BLACK,F,THEFT
230,2024-02-13,BLACK,M,WEAPONS VIOLATION
231,2024-02-26,WHITE,M,ASSAULT
232,2024-03-10,BLACK,M,NARCOTICS
233,2024-03-23,HISPANIC,M,BURGLARY
234,2024-04-05,BLACK,M,BATTERY
235,2024-04-18,BLACK,F,NARCOTICS
236,2024-05-01,WHITE,M,DECEPTIVE PRACTICE
237,2024-05-14,BLACK,M,THEFT
238,2024-05-27,HISPANIC,M,WEAPONS VIOLATION
239,2024-06-09,BLACK,M,NARCOTICS
240,2024-06-22,BLACK,F,BATTERY
241,2024-07-05,WHITE,M,ASSAULT
242,2024-07-18,HISPANIC,M,MOTOR VEHICLE THEFT
243,2024-07-31,BLACK,M,NARCOTICS
244,2024-08-13,BLACK,F,THEFT
245,2024-08-26,BLACK,M,WEAPONS VIOLATION
246,2024-09-08,WHITE,M,DECEPTIVE PRACTICE
247,2024-09-21,HISPANIC,M,BATTERY
248,2024-10-04,BLACK,M,NARCOTICS
249,2024-10-17,BLACK,F,ASSAULT
250,2024-10-30,BLACK,M,THEFT
251,2024-11-12,WHITE,M,OTHER OFFENSE
252,2024-11-25,HISPANIC,M,WEAPONS VIOLATION
253,2024-12-08,BLACK,M,NARCOTICS
254,2024-12-21,BLACK,F,BATTERY
255,2025-01-03,BLACK,M,WEAPONS VIOLATION
256,2025-01-16,WHITE,M,ASSAULT
257,2025-01-29,HISPANIC,M,BURGLARY
258,2025-02-11,BLACK,M,NARCOTICS
259,2025-02-24,BLACK,F,THEFT
260,2025-03-09,BLACK,M,WEAPONS VIOLATION
261,2025-03-22,WHITE,M,DECEPTIVE PRACTICE
262,2025-04-04,HISPANIC,M,BATTERY
263,2025-04-17,BLACK,M,NARCOTICS
264,2025-04-30,BLACK,F,ASSAULT
265,2025-05-13,BLACK,M,THEFT
266,2025-05-26,WHITE,M,OTHER OFFENSE
267,2025-06-08,HISPANIC,M,WEAPONS VIOLATION
268,2025-06-21,BLACK,M,NARCOTICS
269,2025-07-04,BLACK,F,BATTERY
270,2025-07-17,BLACK,M,WEAPONS VIOLATION
271,2025-07-30,WHITE,M,ASSAULT
272,2025-08-12,HISPANIC,M,BURGLARY
273,2025-08-25,BLACK,M,NARCOTICS
274,2025-09-07,BLACK,F,THEFT
275,2025-09-20,BLACK,M,WEAPONS VIOLATION
276,2025-10-03,WHITE,M,DECEPTIVE PRACTICE
277,2025-10-16,HISPANIC,M,BATTERY
278,2025-10-29,BLACK,M,NARCOTICS
279,2025-11-11,BLACK,F,ASSAULT
280,2025-11-24,BLACK,M,THEFT
281,2025-12-07,WHITE,M,OTHER OFFENSE
282,2025-12-20,HISPANIC,M,WEAPONS VIOLATION
283,2024-01-07,BLACK,M,NARCOTICS
284,2024-02-14,HISPANIC,F,THEFT
285,2024-03-21,BLACK,M,WEAPONS VIOLATION
286,2024-04-28,WHITE,M,BATTERY
287,2024-06-05,BLACK,F,ASSAULT
288,2024-07-12,HISPANIC,M,NARCOTICS
289,2024-08-19,BLACK,M,ROBBERY
290,2024-09-26,BLACK,M,THEFT
291,2024-11-02,WHITE,F,DECEPTIVE PRACTICE
292,2024-12-09,HISPANIC,M,BATTERY
293,2025-01-16,BLACK,M,NARCOTICS
294,2025-02-23,BLACK,F,WEAPONS VIOLATION
295,2025-04-02,WHITE,M,ASSAULT
296,2025-05-09,HISPANIC,M,BURGLARY
297,2025-06-16,BLACK,M,THEFT
298,2025-07-24,BLACK,M,NARCOTICS
299,2025-09-01,WHITE,M,BATTERY
300,2025-10-08,HISPANIC,F,ASSAULT
