ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
AR-037,2024-03-17,BLACK,F,THEFT
AR-038,2024-03-19,HISPANIC,M,WEAPONS VIOLATION
AR-039,2024-03-21,WHITE,F,DUI
AR-040,2024-03-23,BLACK,M,ROBBERY
AR-041,2024-03-25,HISPANIC,F,BATTERY
AR-042,2024-03-27,WHITE,M,ASSAULT
AR-043,2024-03-29,BLACK,F,NARCOTICS
AR-044,2024-04-01,HISPANIC,M,THEFT
AR-045,2024-04-03,WHITE,F,CRIMINAL DAMAGE
AR-046,2024-04-05,BLACK,M,FRAUD
AR-047,2024-04-07,HISPANIC,F,BATTERY
AR-048,2024-04-09,WHITE,M,NARCOTICS
AR-049,2024-04-11,BLACK,F,ASSAULT
AR-050,2024-04-13,ASIAN,M,THEFT
AR-051,2024-04-15,WHITE,F,ROBBERY
AR-052,2024-04-17,BLACK,M,WEAPONS VIOLATION
AR-053,2024-04-19,HISPANIC,F,THEFT
AR-054,2024-04-21,WHITE,M,DUI
AR-055,2024-04-23,BLACK,F,BATTERY
AR-056,2024-04-25,HISPANIC,M,CRIMINAL DAMAGE
AR-057,2024-04-27,WHITE,F,NARCOTICS
AR-058,2024-04-29,BLACK,M,ASSAULT
AR-059,2024-05-01,HISPANIC,F,THEFT
AR-060,2024-05-03,WHITE,M,FRAUD
AR-061,2024-05-05,BLACK,F,ROBBERY
AR-062,2024-05-07,HISPANIC,M,BATTERY
AR-063,2024-05-09,WHITE,F,NARCOTICS
AR-064,2024-05-11,BLACK,M,WEAPONS VIOLATION
AR-065,2024-05-13,ASIAN,F,THEFT
AR-066,2024-05-15,WHITE,M,CRIMINAL DAMAGE
AR-067,2024-05-17,BLACK,F,DUI
AR-068,2024-05-19,HISPANIC,M,ASSAULT
AR-069,2024-05-21,WHITE,F,THEFT
AR-070,2024-05-23,BLACK,M,BATTERY
AR-071,2024-05-25,HISPANIC,F,NARCOTICS
AR-072,2024-05-27,WHITE,M,ROBBERY
AR-073,2024-05-29,BLACK,F,CRIMINAL DAMAGE
AR-074,2024-05-31,HISPANIC,M,FRAUD
AR-075,2024-06-02,WHITE,F,ASSAULT
AR-076,2024-06-04,BLACK,M,THEFT
AR-077,2024-06-06,HISPANIC,F,WEAPONS VIOLATION
AR-078,2024-06-08,WHITE,M,BATTERY
AR-079,2024-06-10,BLACK,F,NARCOTICS
AR-080,2024-06-12,ASIAN,M,THEFT
AR-081,2024-06-14,WHITE,F,DUI
AR-082,2024-06-16,BLACK,M,ROBBERY
AR-083,2024-06-18,HISPANIC,F,CRIMINAL DAMAGE
AR-084,2024-06-20,WHITE,M,ASSAULT
AR-085,2024-06-22,BLACK,F,THEFT
AR-086,2024-06-24,HISPANIC,M,BATTERY
AR-087,2024-06-26,WHITE,F,NARCOTICS
AR-088,2024-06-28,BLACK,M,FRAUD
AR-089,2024-06-30,HISPANIC,F,ROBBERY
AR-090,2024-07-02,WHITE,M,WEAPONS VIOLATION
AR-091,2024-07-04,BLACK,F,THEFT
AR-092,2024-07-06,HISPANIC,M,ASSAULT
AR-093,2024-07-08,WHITE,F,BATTERY
AR-094,2024-07-10,BLACK,M,NARCOTICS
AR-095,2024-07-12,ASIAN,F,CRIMINAL DAMAGE
AR-096,2024-07-14,WHITE,M,THEFT
AR-097,2024-07-16,BLACK,F,DUI
AR-098,2024-07-18,HISPANIC,M,ROBBERY
AR-099,2024-07-20,WHITE,F,BATTERY
AR-100,2024-07-22,BLACK,M,ASSAULT
AR-101,2024-07-24,HISPANIC,F,NARCOTICS
AR-102,2024-07-26,WHITE,M,THEFT
AR-103,2024-07-28,BLACK,F,CRIMINAL DAMAGE
AR-104,2024-07-30,HISPANIC,M,FRAUD
AR-105,2024-08-01,WHITE,F,WEAPONS VIOLATION
AR-106,2024-08-03,BLACK,M,THEFT
AR-107,2024-08-05,HISPANIC,F,BATTERY
AR-108,2024-08-07,WHITE,M,NARCOTICS
AR-109,2024-08-09,BLACK,F,ASSAULT
AR-110,2024-08-11,ASIAN,M,ROBBERY
AR-111,2024-08-13,WHITE,F,THEFT
AR-112,2024-08-15,BLACK,M,DUI
AR-113,2024-08-17,HISPANIC,F,CRIMINAL DAMAGE
AR-114,2024-08-19,WHITE,M,BATTERY
AR-115,2024-08-21,BLACK,F,NARCOTICS
AR-116,2024-08-23,HISPANIC,M,THEFT
AR-117,2024-08-25,WHITE,F,ROBBERY
AR-118,2024-08-27,BLACK,M,WEAPONS VIOLATION
AR-119,2024-08-29,HISPANIC,F,ASSAULT
AR-120,2024-08-31,WHITE,M,FRAUD
AR-121,2024-09-02,BLACK,F,THEFT
AR-122,2024-09-04,HISPANIC,M,BATTERY
AR-123,2024-09-06,WHITE,F,NARCOTICS
AR-124,2024-09-08,BLACK,M,CRIMINAL DAMAGE
AR-125,2024-09-10,ASIAN,F,THEFT
AR-126,2024-09-12,WHITE,M,DUI
AR-127,2024-09-14,BLACK,F,ROBBERY
AR-128,2024-09-16,HISPANIC,M,ASSAULT
AR-129,2024-09-18,WHITE,F,BATTERY
AR-130,2024-09-20,BLACK,M,NARCOTICS
AR-131,2024-09-22,HISPANIC,F,WEAPONS VIOLATION
AR-132,2024-09-24,WHITE,M,THEFT
AR-133,2024-09-26,BLACK,F,FRAUD
AR-134,2024-09-28,HISPANIC,M,CRIMINAL DAMAGE
AR-135,2024-09-30,WHITE,F,ROBBERY
AR-136,2024-10-02,BLACK,M,ASSAULT
AR-137,2024-10-04,HISPANIC,F,THEFT
AR-138,2024-10-06,WHITE,M,BATTERY
AR-139,2024-10-08,BLACK,F,NARCOTICS
AR-140,2024-10-10,ASIAN,M,THEFT
AR-141,2024-10-12,WHITE,F,DUI
AR-142,2024-10-14,BLACK,M,ROBBERY
AR-143,2024-10-16,HISPANIC,F,CRIMINAL DAMAGE
AR-144,2024-10-18,WHITE,M,WEAPONS VIOLATION
AR-145,2024-10-20,BLACK,F,BATTERY
AR-146,2024-10-22,HISPANIC,M,NARCOTICS
AR-147,2024-10-24,WHITE,F,ASSAULT
AR-148,2024-10-26,BLACK,M,THEFT
AR-149,2024-10-28,HISPANIC,F,FRAUD
AR-150,2024-10-30,WHITE,M,ROBBERY
AR-151,2024-11-01,BLACK,F,THEFT
AR-152,2024-11-03,HISPANIC,M,BATTERY
AR-153,2024-11-05,WHITE,F,NARCOTICS
AR-154,2024-11-07,BLACK,M,CRIMINAL DAMAGE
AR-155,2024-11-09,ASIAN,F,ASSAULT
AR-156,2024-11-11,WHITE,M,THEFT
AR-157,2024-11-13,BLACK,F,DUI
AR-158,2024-11-15,HISPANIC,M,ROBBERY
AR-159,2024-11-17,WHITE,F,WEAPONS VIOLATION
AR-160,2024-11-19,BLACK,M,BATTERY
AR-161,2024-11-21,HISPANIC,F,NARCOTICS
AR-162,2024-11-23,WHITE,M,THEFT
AR-163,2024-11-25,BLACK,F,FRAUD
AR-164,2024-11-27,HISPANIC,M,ASSAULT
AR-165,2024-11-29,WHITE,F,CRIMINAL DAMAGE
AR-166,2024-12-01,BLACK,M,ROBBERY
AR-167,2024-12-03,HISPANIC,F,THEFT
AR-168,2024-12-05,WHITE,M,BATTERY
AR-169,2024-12-07,BLACK,F,NARCOTICS
AR-170,2024-12-09,ASIAN,M,WEAPONS VIOLATION
AR-171,2024-12-11,WHITE,F,ASSAULT
AR-172,2024-12-13,BLACK,M,DUI
AR-173,2024-12-15,HISPANIC,F,THEFT
AR-174,2024-12-17,WHITE,M,CRIMINAL DAMAGE
AR-175,2024-12-19,BLACK,F,BATTERY
AR-176,2024-12-21,HISPANIC,M,NARCOTICS
AR-177,2024-12-23,WHITE,F,ROBBERY
AR-178,2024-12-25,BLACK,M,ASSAULT
AR-179,2024-12-27,HISPANIC,F,THEFT
AR-180,2024-12-29,WHITE,M,FRAUD
AR-181,2025-01-02,BLACK,F,BATTERY
AR-182,2025-01-04,HISPANIC,M,NARCOTICS
AR-183,2025-01-06,WHITE,F,THEFT
AR-184,2025-01-08,BLACK,M,CRIMINAL DAMAGE
AR-185,2025-01-10,ASIAN,F,ASSAULT
AR-186,2025-01-12,WHITE,M,ROBBERY
AR-187,2025-01-14,BLACK,F,WEAPONS VIOLATION
AR-188,2025-01-16,HISPANIC,M,THEFT
AR-189,2025-01-18,WHITE,F,DUI
AR-190,2025-01-20,BLACK,M,BATTERY
AR-191,2025-01-22,HISPANIC,F,NARCOTICS
AR-192,2025-01-24,WHITE,M,ASSAULT
AR-193,2025-01-26,BLACK,F,THEFT
AR-194,2025-01-28,HISPANIC,M,CRIMINAL DAMAGE
AR-195,2025-01-30,WHITE,F,FRAUD
AR-196,2025-02-01,BLACK,M,ROBBERY
AR-197,2025-02-03,HISPANIC,F,BATTERY
AR-198,2025-02-05,WHITE,M,NARCOTICS
AR-199,2025-02-07,BLACK,F,THEFT
AR-200,2025-02-09,ASIAN,M,WEAPONS VIOLATION
AR-201,2025-02-11,WHITE,F,ASSAULT
AR-202,2025-02-13,BLACK,M,DUI
AR-203,2025-02-15,HISPANIC,F,CRIMINAL DAMAGE
AR-204,2025-02-17,WHITE,M,THEFT
AR-205,2025-02-19,BLACK,F,BATTERY
AR-206,2025-02-21,HISPANIC,M,ROBBERY
AR-207,2025-02-23,WHITE,F,NARCOTICS
AR-208,2025-02-25,BLACK,M,ASSAULT
AR-209,2025-02-27,HISPANIC,F,THEFT
AR-210,2025-03-01,WHITE,M,FRAUD
AR-211,2025-03-03,BLACK,F,CRIMINAL DAMAGE
AR-212,2025-03-05,HISPANIC,M,BATTERY
AR-213,2025-03-07,WHITE,F,NARCOTICS
AR-214,2025-03-09,BLACK,M,THEFT
AR-215,2025-03-11,ASIAN,F,ROBBERY
AR-216,2025-03-13,WHITE,M,WEAPONS VIOLATION
AR-217,2025-03-15,BLACK,F,DUI
AR-218,2025-03-17,HISPANIC,M,ASSAULT
AR-219,2025-03-19,WHITE,F,THEFT
AR-220,2025-03-21,BLACK,M,BATTERY
AR-221,2025-03-23,HISPANIC,F,NARCOTICS
AR-222,2025-03-25,WHITE,M,CRIMINAL DAMAGE
AR-223,2025-03-27,BLACK,F,ROBBERY
AR-224,2025-03-29,HISPANIC,M,FRAUD
AR-225,2025-03-31,WHITE,F,ASSAULT
AR-226,2025-04-02,BLACK,M,THEFT
AR-227,2025-04-04,HISPANIC,F,WEAPONS VIOLATION
AR-228,2025-04-06,WHITE,M,BATTERY
AR-229,2025-04-08,BLACK,F,NARCOTICS
AR-230,2025-04-10,ASIAN,M,THEFT
AR-231,2025-04-12,WHITE,F,DUI
AR-232,2025-04-14,BLACK,M,CRIMINAL DAMAGE
AR-233,2025-04-16,HISPANIC,F,ROBBERY
AR-234,2025-04-18,WHITE,M,ASSAULT
AR-235,2025-04-20,BLACK,F,BATTERY
AR-236,2025-04-22,HISPANIC,M,NARCOTICS
AR-237,2025-04-24,WHITE,F,THEFT
AR-238,2025-04-26,BLACK,M,FRAUD
AR-239,2025-04-28,HISPANIC,F,WEAPONS VIOLATION
AR-240,2025-04-30,WHITE,M,ROBBERY
AR-241,2025-05-02,BLACK,F,ASSAULT
AR-242,2025-05-04,HISPANIC,M,THEFT
AR-243,2025-05-06,WHITE,F,BATTERY
AR-244,2025-05-08,BLACK,M,NARCOTICS
AR-245,2025-05-10,ASIAN,F,CRIMINAL DAMAGE
AR-246,2025-05-12,WHITE,M,THEFT
AR-247,2025-05-14,BLACK,F,DUI
AR-248,2025-05-16,HISPANIC,M,ROBBERY
AR-249,2025-05-18,WHITE,F,WEAPONS VIOLATION
AR-250,2025-05-20,BLACK,M,BATTERY
AR-251,2025-05-22,HISPANIC,F,ASSAULT
AR-252,2025-05-24,WHITE,M,NARCOTICS
AR-253,2025-05-26,BLACK,F,THEFT
AR-254,2025-05-28,HISPANIC,M,FRAUD
AR-255,2025-05-30,WHITE,F,CRIMINAL DAMAGE
AR-256,2025-06-01,BLACK,M,ROBBERY
AR-257,2025-06-03,HISPANIC,F,THEFT
AR-258,2025-06-05,WHITE,M,BATTERY
AR-259,2025-06-07,BLACK,F,NARCOTICS
AR-260,2025-06-09,ASIAN,M,ASSAULT
AR-261,2025-06-11,WHITE,F,WEAPONS VIOLATION
AR-262,2025-06-13,BLACK,M,DUI
AR-263,2025-06-15,HISPANIC,F,THEFT
AR-264,2025-06-17,WHITE,M,CRIMINAL DAMAGE
AR-265,2025-06-19,BLACK,F,BATTERY
AR-266,2025-06-21,HISPANIC,M,NARCOTICS
AR-267,2025-06-23,WHITE,F,ROBBERY
AR-268,2025-06-25,BLACK,M,ASSAULT
AR-269,2025-06-27,HISPANIC,F,THEFT
AR-270,2025-06-29,WHITE,M,FRAUD
AR-271,2025-07-01,BLACK,F,BATTERY
AR-272,2025-07-03,HISPANIC,M,NARCOTICS
AR-273,2025-07-05,WHITE,F,THEFT
AR-274,2025-07-07,BLACK,M,CRIMINAL DAMAGE
AR-275,2025-07-09,ASIAN,F,ROBBERY
AR-276,2025-07-11,WHITE,M,WEAPONS VIOLATION
AR-277,2025-07-13,BLACK,F,DUI
AR-278,2025-07-15,HISPANIC,M,ASSAULT
AR-279,2025-07-17,WHITE,F,THEFT
AR-280,2025-07-19,BLACK,M,BATTERY
AR-281,2025-07-21,HISPANIC,F,NARCOTICS
AR-282,2025-07-23,WHITE,M,ROBBERY
AR-283,2025-07-25,BLACK,F,ASSAULT
AR-284,2025-07-27,HISPANIC,M,THEFT
AR-285,2025-07-29,WHITE,F,FRAUD
AR-286,2025-07-31,BLACK,M,CRIMINAL DAMAGE
AR-287,2025-08-02,HISPANIC,F,BATTERY
AR-288,2025-08-04,WHITE,M,NARCOTICS
AR-289,2025-08-06,BLACK,F,THEFT
AR-290,2025-08-08,ASIAN,M,WEAPONS VIOLATION
AR-291,2025-08-10,WHITE,F,ASSAULT
AR-292,2025-08-12,BLACK,M,DUI
AR-293,2025-08-14,HISPANIC,F,ROBBERY
AR-294,2025-08-16,WHITE,M,THEFT
AR-295,2025-08-18,BLACK,F,BATTERY
AR-296,2025-08-20,HISPANIC,M,CRIMINAL DAMAGE
AR-297,2025-08-22,WHITE,F,NARCOTICS
AR-298,2025-08-24,BLACK,M,ASSAULT
AR-299,2025-08-26,HISPANIC,F,THEFT
AR-300,2025-08-28,WHITE,M,ROBBERY
