ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
181,2025-02-19,BLACK,M,ASSAULT
182,2025-02-21,HISPANIC,M,THEFT
183,2025-02-22,BLACK,F,WEAPONS VIOLATION
184,2025-02-24,BLACK,M,NARCOTICS
185,2025-02-25,WHITE,M,BATTERY
186,2025-02-27,HISPANIC,M,THEFT
187,2025-02-28,BLACK,M,CRIMINAL TRESPASS
188,2025-03-02,BLACK,F,NARCOTICS
189,2025-03-03,HISPANIC,M,ASSAULT
190,2025-03-05,BLACK,M,BATTERY
191,2025-03-06,BLACK,M,THEFT
192,2025-03-08,OTHER,F,AGGRAVATED ASSAULT
193,2025-03-09,WHITE,M,NARCOTICS
194,2025-03-11,HISPANIC,M,RETAIL THEFT
195,2025-03-12,BLACK,M,BATTERY
196,2025-03-14,BLACK,M,THEFT
197,2025-03-15,HISPANIC,M,CRIMINAL DAMAGE
198,2025-03-17,BLACK,F,ROBBERY
199,2025-03-18,BLACK,M,NARCOTICS
200,2025-03-20,WHITE,M,ASSAULT
201,2025-03-21,HISPANIC,M,BATTERY
202,2025-03-23,BLACK,M,THEFT
203,2025-03-24,BLACK,M,WEAPONS VIOLATION
204,2025-03-26,OTHER,M,NARCOTICS
205,2025-03-27,HISPANIC,F,BURGLARY
206,2025-03-29,BLACK,M,BATTERY
207,2025-03-30,BLACK,M,ASSAULT
208,2025-04-01,WHITE,M,THEFT
209,2025-04-02,HISPANIC,M,CRIMINAL TRESPASS
210,2025-04-04,BLACK,F,NARCOTICS
211,2025-04-05,BLACK,M,RETAIL THEFT
212,2025-04-07,HISPANIC,M,BATTERY
213,2025-04-08,BLACK,M,THEFT
214,2025-04-10,BLACK,M,NARCOTICS
215,2025-04-11,WHITE,F,AGGRAVATED BATTERY
216,2025-04-13,HISPANIC,M,ASSAULT
217,2025-04-14,BLACK,M,BATTERY
218,2025-04-16,BLACK,M,CRIMINAL DAMAGE
219,2025-04-17,OTHER,M,THEFT
220,2025-04-19,HISPANIC,F,ROBBERY
221,2025-04-20,BLACK,M,NARCOTICS
222,2025-04-22,BLACK,M,BATTERY
223,2025-04-23,WHITE,M,THEFT
224,2025-04-25,HISPANIC,M,WEAPONS VIOLATION
225,2025-04-26,BLACK,M,ASSAULT
226,2025-04-28,BLACK,F,NARCOTICS
227,2025-04-29,HISPANIC,M,BATTERY
228,2025-05-01,BLACK,M,THEFT
229,2025-05-02,BLACK,M,CRIMINAL TRESPASS
230,2025-05-04,WHITE,M,NARCOTICS
231,2025-05-05,HISPANIC,F,BURGLARY
232,2025-05-07,BLACK,M,RETAIL THEFT
233,2025-05-08,BLACK,M,BATTERY
234,2025-05-10,HISPANIC,M,ASSAULT
235,2025-05-11,BLACK,M,THEFT
236,2025-05-13,OTHER,M,NARCOTICS
237,2025-05-14,BLACK,F,WEAPONS VIOLATION
238,2025-05-16,WHITE,M,BATTERY
239,2025-05-17,HISPANIC,M,CRIMINAL DAMAGE
240,2025-05-19,BLACK,M,THEFT
241,2025-05-20,BLACK,M,NARCOTICS
242,2025-05-22,HISPANIC,F,ROBBERY
243,2025-05-23,BLACK,M,BATTERY
244,2025-05-25,BLACK,M,ASSAULT
245,2025-05-26,WHITE,M,THEFT
246,2025-05-28,HISPANIC,M,NARCOTICS
247,2025-05-29,BLACK,F,AGGRAVATED ASSAULT
248,2025-05-31,BLACK,M,RETAIL THEFT
249,2025-06-01,HISPANIC,M,BATTERY
250,2025-06-03,BLACK,M,THEFT
251,2025-06-04,BLACK,M,CRIMINAL TRESPASS
252,2025-06-06,OTHER,M,NARCOTICS
253,2025-06-07,WHITE,F,BURGLARY
254,2025-06-09,HISPANIC,M,ASSAULT
255,2025-06-10,BLACK,M,BATTERY
256,2025-06-12,BLACK,M,NARCOTICS
257,2025-06-13,HISPANIC,M,THEFT
258,2025-06-15,BLACK,F,WEAPONS VIOLATION
259,2025-06-16,BLACK,M,CRIMINAL DAMAGE
260,2025-06-18,WHITE,M,BATTERY
261,2025-06-19,HISPANIC,M,RETAIL THEFT
262,2025-06-21,BLACK,M,THEFT
263,2025-06-22,BLACK,M,NARCOTICS
264,2025-06-24,HISPANIC,F,ROBBERY
265,2025-06-25,BLACK,M,ASSAULT
266,2025-06-27,BLACK,M,BATTERY
267,2025-06-28,OTHER,M,THEFT
268,2025-06-30,WHITE,M,NARCOTICS
269,2025-07-02,HISPANIC,M,CRIMINAL TRESPASS
270,2025-07-03,BLACK,F,AGGRAVATED BATTERY
271,2025-07-05,BLACK,M,BATTERY
272,2025-07-06,HISPANIC,M,THEFT
273,2025-07-08,BLACK,M,NARCOTICS
274,2025-07-09,BLACK,M,ASSAULT
275,2025-07-11,WHITE,M,RETAIL THEFT
276,2025-07-12,HISPANIC,F,WEAPONS VIOLATION
277,2025-07-14,BLACK,M,BATTERY
278,2025-07-15,BLACK,M,THEFT
279,2025-07-17,HISPANIC,M,CRIMINAL DAMAGE
280,2025-07-18,BLACK,M,NARCOTICS
281,2025-07-20,BLACK,F,ROBBERY
282,2025-07-21,OTHER,M,ASSAULT
283,2025-07-23,WHITE,M,BATTERY
284,2025-07-24,HISPANIC,M,THEFT
285,2025-07-26,BLACK,M,NARCOTICS
286,2025-07-27,BLACK,M,CRIMINAL TRESPASS
287,2025-07-29,HISPANIC,F,BURGLARY
288,2025-07-30,BLACK,M,BATTERY
289,2025-08-01,BLACK,M,THEFT
290,2025-08-02,WHITE,M,NARCOTICS
291,2025-08-04,HISPANIC,M,ASSAULT
292,2025-08-05,BLACK,M,RETAIL THEFT
293,2025-08-07,BLACK,F,WEAPONS VIOLATION
294,2025-08-08,HISPANIC,M,BATTERY
295,2025-08-10,BLACK,M,NARCOTICS
296,2025-08-11,BLACK,M,THEFT
297,2025-08-13,OTHER,M,CRIMINAL DAMAGE
298,2025-08-14,WHITE,F,ROBBERY
299,2025-08-16,HISPANIC,M,BATTERY
300,2025-08-17,BLACK,M,ASSAULT
