ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
61,2024-04-30,BLACK,F,NARCOTICS
62,2024-05-02,HISPANIC,M,BATTERY
63,2024-05-04,BLACK,M,THEFT
64,2024-05-06,BLACK,F,AGGRAVATED BATTERY
65,2024-05-08,ASIAN/PACIFIC ISLANDER,M,DECEPTIVE PRACTICE
66,2024-05-10,HISPANIC,F,MOTOR VEHICLE THEFT
67,2024-05-12,BLACK,M,CRIMINAL DAMAGE
68,2024-05-14,WHITE,F,WEAPONS VIOLATION
69,2024-05-16,BLACK,M,ASSAULT
70,2024-05-18,HISPANIC,M,NARCOTICS
71,2024-05-20,BLACK,F,BURGLARY
72,2024-05-22,BLACK,M,BATTERY
73,2024-05-24,HISPANIC,M,THEFT
74,2024-05-26,WHITE,M,OBSTRUCTION
75,2024-05-28,BLACK,F,ROBBERY
76,2024-05-30,HISPANIC,M,CRIMINAL TRESPASS
77,2024-06-01,BLACK,M,ASSAULT
78,2024-06-03,BLACK,F,NARCOTICS
79,2024-06-05,WHITE,M,THEFT
80,2024-06-07,HISPANIC,F,AGGRAVATED ASSAULT
81,2024-06-09,BLACK,M,BATTERY
82,2024-06-11,BLACK,M,CRIMINAL DAMAGE
83,2024-06-13,HISPANIC,F,WEAPONS VIOLATION
84,2024-06-15,BLACK,M,MOTOR VEHICLE THEFT
85,2024-06-17,WHITE,M,DECEPTIVE PRACTICE
86,2024-06-19,BLACK,F,BURGLARY
87,2024-06-21,HISPANIC,M,NARCOTICS
88,2024-06-23,BLACK,M,ASSAULT
89,2024-06-25,BLACK,F,ROBBERY
90,2024-06-27,HISPANIC,M,BATTERY
91,2024-06-29,WHITE,M,THEFT
92,2024-07-01,BLACK,F,NARCOTICS
93,2024-07-03,HISPANIC,M,CRIMINAL TRESPASS
94,2024-07-05,BLACK,M,CRIMINAL DAMAGE
95,2024-07-07,BLACK,F,AGGRAVATED BATTERY
96,2024-07-09,WHITE,M,ASSAULT
97,2024-07-11,HISPANIC,F,WEAPONS VIOLATION
98,2024-07-13,BLACK,M,BATTERY
99,2024-07-15,BLACK,M,THEFT
100,2024-07-17,HISPANIC,M,NARCOTICS
101,2024-07-19,WHITE,F,MOTOR VEHICLE THEFT
102,2024-07-21,BLACK,M,CRIMINAL TRESPASS
103,2024-07-23,BLACK,F,ROBBERY
104,2024-07-25,HISPANIC,M,BATTERY
105,2024-07-27,BLACK,M,ASSAULT
106,2024-07-29,WHITE,M,PUBLIC PEACE VIOLATION
107,2024-07-31,BLACK,F,NARCOTICS
108,2024-08-02,HISPANIC,M,THEFT
109,2024-08-04,BLACK,F,AGGRAVATED ASSAULT
110,2024-08-06,BLACK,M,CRIMINAL DAMAGE
111,2024-08-08,ASIAN/PACIFIC ISLANDER,M,DECEPTIVE PRACTICE
112,2024-08-10,HISPANIC,F,BURGLARY
113,2024-08-12,BLACK,M,BATTERY
114,2024-08-14,WHITE,F,WEAPONS VIOLATION
115,2024-08-16,BLACK,M,NARCOTICS
116,2024-08-18,HISPANIC,M,THEFT
117,2024-08-20,BLACK,F,ROBBERY
118,2024-08-22,BLACK,M,ASSAULT
119,2024-08-24,HISPANIC,M,CRIMINAL TRESPASS
120,2024-08-26,WHITE,M,OBSTRUCTION
121,2024-08-28,BLACK,F,NARCOTICS
122,2024-08-30,HISPANIC,M,BATTERY
123,2024-09-01,BLACK,M,THEFT
124,2024-09-03,BLACK,F,MOTOR VEHICLE THEFT
125,2024-09-05,WHITE,M,CRIMINAL DAMAGE
126,2024-09-07,HISPANIC,F,AGGRAVATED BATTERY
127,2024-09-09,BLACK,M,ASSAULT
128,2024-09-11,BLACK,F,WEAPONS VIOLATION
129,2024-09-13,HISPANIC,M,NARCOTICS
130,2024-09-15,BLACK,M,BATTERY
131,2024-09-17,WHITE,M,THEFT
132,2024-09-19,BLACK,F,BURGLARY
133,2024-09-21,HISPANIC,M,CRIMINAL TRESPASS
134,2024-09-23,BLACK,M,ASSAULT
135,2024-09-25,BLACK,F,ROBBERY
136,2024-09-27,HISPANIC,M,NARCOTICS
137,2024-09-29,WHITE,M,PUBLIC PEACE VIOLATION
138,2024-10-01,BLACK,F,AGGRAVATED ASSAULT
139,2024-10-03,HISPANIC,M,BATTERY
140,2024-10-05,BLACK,M,THEFT
141,2024-10-07,BLACK,F,NARCOTICS
142,2024-10-09,ASIAN/PACIFIC ISLANDER,M,DECEPTIVE PRACTICE
143,2024-10-11,HISPANIC,M,CRIMINAL DAMAGE
144,2024-10-13,WHITE,F,WEAPONS VIOLATION
145,2024-10-15,BLACK,M,MOTOR VEHICLE THEFT
146,2024-10-17,BLACK,F,ROBBERY
147,2024-10-19,HISPANIC,M,ASSAULT
148,2024-10-21,BLACK,M,BATTERY
149,2024-10-23,BLACK,F,NARCOTICS
150,2024-10-25,HISPANIC,M,THEFT
151,2024-10-27,WHITE,M,CRIMINAL TRESPASS
152,2024-10-29,BLACK,F,AGGRAVATED BATTERY
153,2024-10-31,HISPANIC,M,NARCOTICS
154,2024-11-02,BLACK,M,CRIMINAL DAMAGE
155,2024-11-04,BLACK,F,BURGLARY
156,2024-11-06,WHITE,M,ASSAULT
157,2024-11-08,HISPANIC,F,WEAPONS VIOLATION
158,2024-11-10,BLACK,M,BATTERY
159,2024-11-12,BLACK,M,THEFT
160,2024-11-14,HISPANIC,M,NARCOTICS
161,2024-11-16,BLACK,F,ROBBERY
162,2024-11-18,WHITE,M,PUBLIC PEACE VIOLATION
163,2024-11-20,BLACK,M,CRIMINAL TRESPASS
164,2024-11-22,HISPANIC,F,MOTOR VEHICLE THEFT
165,2024-11-24,BLACK,M,ASSAULT
166,2024-11-26,BLACK,F,NARCOTICS
167,2024-11-28,HISPANIC,M,BATTERY
168,2024-11-30,WHITE,M,THEFT
169,2024-12-02,BLACK,F,AGGRAVATED ASSAULT
170,2024-12-04,HISPANIC,M,CRIMINAL DAMAGE
171,2024-12-06,BLACK,M,NARCOTICS
172,2024-12-08,BLACK,F,WEAPONS VIOLATION
173,2024-12-10,HISPANIC,M,BATTERY
174,2024-12-12,WHITE,M,DECEPTIVE PRACTICE
175,2024-12-14,BLACK,F,ROBBERY
176,2024-12-16,HISPANIC,M,THEFT
177,2024-12-18,BLACK,M,ASSAULT
178,2024-12-20,BLACK,F,NARCOTICS
179,2024-12-22,HISPANIC,M,CRIMINAL TRESPASS
180,2024-12-24,WHITE,F,BURGLARY
181,2024-12-26,BLACK,M,BATTERY
182,2024-12-28,BLACK,M,THEFT
183,2024-12-30,HISPANIC,F,AGGRAVATED BATTERY
184,2025-01-01,BLACK,M,NARCOTICS
185,2025-01-03,WHITE,M,CRIMINAL DAMAGE
186,2025-01-05,HISPANIC,F,WEAPONS VIOLATION
187,2025-01-07,BLACK,M,ASSAULT
188,2025-01-09,BLACK,F,ROBBERY
189,2025-01-11,HISPANIC,M,BATTERY
190,2025-01-13,BLACK,M,THEFT
191,2025-01-15,BLACK,F,NARCOTICS
192,2025-01-17,WHITE,M,MOTOR VEHICLE THEFT
193,2025-01-19,HISPANIC,M,CRIMINAL TRESPASS
194,2025-01-21,BLACK,F,AGGRAVATED ASSAULT
195,2025-01-23,BLACK,M,BATTERY
196,2025-01-25,HISPANIC,M,NARCOTICS
197,2025-01-27,WHITE,F,WEAPONS VIOLATION
198,2025-01-29,BLACK,M,THEFT
199,2025-01-31,BLACK,F,BURGLARY
200,2025-02-02,HISPANIC,M,ASSAULT
201,2025-02-04,BLACK,M,CRIMINAL DAMAGE
202,2025-02-06,BLACK,F,ROBBERY
203,2025-02-08,WHITE,M,PUBLIC PEACE VIOLATION
204,2025-02-10,HISPANIC,F,NARCOTICS
205,2025-02-12,BLACK,M,BATTERY
206,2025-02-14,BLACK,M,THEFT
207,2025-02-16,HISPANIC,F,MOTOR VEHICLE THEFT
208,2025-02-18,WHITE,M,DECEPTIVE PRACTICE
209,2025-02-20,BLACK,F,AGGRAVATED BATTERY
210,2025-02-22,HISPANIC,M,NARCOTICS
211,2025-02-24,BLACK,M,CRIMINAL TRESPASS
212,2025-02-26,BLACK,F,WEAPONS VIOLATION
213,2025-02-28,HISPANIC,M,BATTERY
214,2025-03-02,WHITE,M,ASSAULT
215,2025-03-04,BLACK,F,ROBBERY
216,2025-03-06,BLACK,M,THEFT
217,2025-03-08,HISPANIC,M,NARCOTICS
218,2025-03-10,BLACK,F,BURGLARY
219,2025-03-12,WHITE,M,CRIMINAL DAMAGE
220,2025-03-14,HISPANIC,F,AGGRAVATED ASSAULT
221,2025-03-16,BLACK,M,BATTERY
222,2025-03-18,BLACK,M,THEFT
223,2025-03-20,HISPANIC,F,WEAPONS VIOLATION
224,2025-03-22,BLACK,M,NARCOTICS
225,2025-03-24,BLACK,F,ROBBERY
226,2025-03-26,WHITE,M,CRIMINAL TRESPASS
227,2025-03-28,HISPANIC,M,ASSAULT
228,2025-03-30,BLACK,F,NARCOTICS
229,2025-04-01,BLACK,M,BATTERY
230,2025-04-03,HISPANIC,M,THEFT
231,2025-04-05,WHITE,F,MOTOR VEHICLE THEFT
232,2025-04-07,BLACK,M,CRIMINAL DAMAGE
233,2025-04-09,BLACK,F,AGGRAVATED BATTERY
234,2025-04-11,HISPANIC,M,NARCOTICS
235,2025-04-13,BLACK,M,ASSAULT
236,2025-04-15,BLACK,F,WEAPONS VIOLATION
237,2025-04-17,WHITE,M,PUBLIC PEACE VIOLATION
238,2025-04-19,HISPANIC,F,ROBBERY
239,2025-04-21,BLACK,M,BATTERY
240,2025-04-23,BLACK,M,THEFT
241,2025-04-25,HISPANIC,M,NARCOTICS
242,2025-04-27,BLACK,F,BURGLARY
243,2025-04-29,WHITE,M,DECEPTIVE PRACTICE
244,2025-05-01,BLACK,F,AGGRAVATED ASSAULT
245,2025-05-03,HISPANIC,M,CRIMINAL TRESPASS
246,2025-05-05,BLACK,M,BATTERY
247,2025-05-07,BLACK,F,NARCOTICS
248,2025-05-09,WHITE,M,THEFT
249,2025-05-11,HISPANIC,F,WEAPONS VIOLATION
250,2025-05-13,BLACK,M,ASSAULT
251,2025-05-15,BLACK,M,CRIMINAL DAMAGE
252,2025-05-17,HISPANIC,F,MOTOR VEHICLE THEFT
253,2025-05-19,BLACK,M,NARCOTICS
254,2025-05-21,WHITE,M,BATTERY
255,2025-05-23,BLACK,F,ROBBERY
256,2025-05-25,HISPANIC,M,THEFT
257,2025-05-27,BLACK,M,CRIMINAL TRESPASS
258,2025-05-29,BLACK,F,AGGRAVATED BATTERY
259,2025-05-31,WHITE,M,ASSAULT
260,2025-06-02,HISPANIC,F,NARCOTICS
261,2025-06-04,BLACK,M,BATTERY
262,2025-06-06,BLACK,M,THEFT
263,2025-06-08,HISPANIC,M,CRIMINAL DAMAGE
264,2025-06-10,BLACK,F,WEAPONS VIOLATION
265,2025-06-12,WHITE,M,NARCOTICS
266,2025-06-14,BLACK,F,BURGLARY
267,2025-06-16,HISPANIC,M,ASSAULT
268,2025-06-18,BLACK,M,BATTERY
269,2025-06-20,BLACK,F,ROBBERY
270,2025-06-22,HISPANIC,M,THEFT
271,2025-06-24,WHITE,M,PUBLIC PEACE VIOLATION
272,2025-06-26,BLACK,F,NARCOTICS
273,2025-06-28,HISPANIC,M,CRIMINAL TRESPASS
274,2025-06-30,BLACK,M,CRIMINAL DAMAGE
275,2025-07-02,BLACK,F,AGGRAVATED ASSAULT
276,2025-07-04,WHITE,M,BATTERY
277,2025-07-06,HISPANIC,F,MOTOR VEHICLE THEFT
278,2025-07-08,BLACK,M,THEFT
279,2025-07-10,BLACK,F,WEAPONS VIOLATION
280,2025-07-12,HISPANIC,M,NARCOTICS
281,2025-07-14,BLACK,M,ASSAULT
282,2025-07-16,WHITE,F,ROBBERY
283,2025-07-18,BLACK,M,BATTERY
284,2025-07-20,HISPANIC,M,THEFT
285,2025-07-22,BLACK,F,NARCOTICS
286,2025-07-24,BLACK,M,CRIMINAL TRESPASS
287,2025-07-26,WHITE,M,DECEPTIVE PRACTICE
288,2025-07-28,HISPANIC,F,AGGRAVATED BATTERY
289,2025-07-30,BLACK,M,CRIMINAL DAMAGE
290,2025-08-01,BLACK,F,BURGLARY
291,2025-08-03,HISPANIC,M,BATTERY
292,2025-08-05,WHITE,M,THEFT
293,2025-08-07,BLACK,F,NARCOTICS
294,2025-08-09,BLACK,M,ASSAULT
295,2025-08-11,HISPANIC,F,WEAPONS VIOLATION
296,2025-08-13,BLACK,M,NARCOTICS
297,2025-08-15,BLACK,F,ROBBERY
298,2025-08-17,WHITE,M,CRIMINAL TRESPASS
299,2025-08-19,HISPANIC,M,BATTERY
300,2025-08-21,BLACK,M,THEFT
