ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
74,2024-09-16,WHITE,M,INTERFERE WITH PUBLIC OFFICER
75,2024-09-20,BLACK,F,ROBBERY
76,2024-09-23,HISPANIC,M,MOTOR VEHICLE THEFT
77,2024-09-27,BLACK,M,CRIMINAL TRESPASS
78,2024-09-30,BLACK,M,ASSAULT
79,2024-10-04,BLACK,M,BATTERY
80,2024-10-07,WHITE,M,THEFT
81,2024-10-11,HISPANIC,F,WEAPONS VIOLATION
82,2024-10-14,BLACK,M,NARCOTICS
83,2024-10-18,BLACK,M,CRIMINAL DAMAGE
84,2024-10-21,BLACK,M,PUBLIC PEACE VIOLATION
85,2024-10-25,HISPANIC,M,BATTERY
86,2024-10-28,BLACK,F,NARCOTICS
87,2024-11-01,BLACK,M,THEFT
88,2024-11-05,WHITE,M,ASSAULT
89,2024-11-08,BLACK,M,MOTOR VEHICLE THEFT
90,2024-11-12,HISPANIC,M,DECEPTIVE PRACTICE
91,2024-11-15,BLACK,F,ROBBERY
92,2024-11-19,BLACK,M,BATTERY
93,2024-11-22,BLACK,M,NARCOTICS
94,2024-11-26,WHITE,M,CRIMINAL TRESPASS
95,2024-11-29,HISPANIC,M,THEFT
96,2024-12-03,BLACK,M,ASSAULT
97,2024-12-06,BLACK,F,WEAPONS VIOLATION
98,2024-12-10,BLACK,M,BATTERY
99,2024-12-13,HISPANIC,M,NARCOTICS
100,2024-12-17,BLACK,M,CRIMINAL DAMAGE
101,2024-12-20,WHITE,M,THEFT
102,2024-12-24,BLACK,M,MOTOR VEHICLE THEFT
103,2024-12-27,HISPANIC,F,BURGLARY
104,2024-12-31,BLACK,M,ASSAULT
105,2025-01-04,BLACK,M,BATTERY
106,2025-01-07,BLACK,M,NARCOTICS
107,2025-01-11,WHITE,M,CRIMINAL TRESPASS
108,2025-01-14,HISPANIC,M,THEFT
109,2025-01-18,BLACK,F,WEAPONS VIOLATION
110,2025-01-21,BLACK,M,ASSAULT
111,2025-01-25,BLACK,M,BATTERY
112,2025-01-28,HISPANIC,M,MOTOR VEHICLE THEFT
113,2025-02-01,BLACK,M,NARCOTICS
114,2025-02-05,WHITE,M,DECEPTIVE PRACTICE
115,2025-02-08,BLACK,F,ROBBERY
116,2025-02-12,BLACK,M,CRIMINAL DAMAGE
117,2025-02-15,HISPANIC,M,BATTERY
118,2025-02-19,BLACK,M,THEFT
119,2025-02-22,BLACK,M,ASSAULT
120,2025-02-26,BLACK,M,NARCOTICS
121,2025-03-01,WHITE,F,SEX OFFENSE
122,2025-03-05,HISPANIC,M,MOTOR VEHICLE THEFT
123,2025-03-08,BLACK,M,BATTERY
124,2025-03-12,BLACK,M,CRIMINAL TRESPASS
125,2025-03-15,BLACK,M,THEFT
126,2025-03-19,HISPANIC,F,WEAPONS VIOLATION
127,2025-03-22,BLACK,M,NARCOTICS
128,2025-03-26,WHITE,M,PUBLIC PEACE VIOLATION
129,2025-03-29,BLACK,M,ASSAULT
130,2025-04-02,BLACK,M,BATTERY
131,2025-04-06,HISPANIC,M,CRIMINAL DAMAGE
132,2025-04-09,BLACK,F,BURGLARY
133,2025-04-13,BLACK,M,THEFT
134,2025-04-16,BLACK,M,NARCOTICS
135,2025-04-20,WHITE,M,INTERFERE WITH PUBLIC OFFICER
136,2025-04-23,HISPANIC,M,MOTOR VEHICLE THEFT
137,2025-04-27,BLACK,M,ASSAULT
138,2025-04-30,BLACK,F,ROBBERY
139,2025-05-04,BLACK,M,BATTERY
140,2025-05-07,HISPANIC,M,THEFT
141,2025-05-11,BLACK,M,NARCOTICS
142,2025-05-14,WHITE,M,CRIMINAL TRESPASS
143,2025-05-18,BLACK,M,ASSAULT
144,2025-05-21,BLACK,F,WEAPONS VIOLATION
145,2025-05-25,HISPANIC,M,BATTERY
146,2025-05-28,BLACK,M,MOTOR VEHICLE THEFT
147,2025-06-01,BLACK,M,THEFT
148,2025-06-05,BLACK,M,NARCOTICS
149,2025-06-08,WHITE,M,CRIMINAL DAMAGE
150,2025-06-12,HISPANIC,F,NARCOTICS
151,2025-06-15,BLACK,M,BATTERY
152,2025-06-19,BLACK,M,ASSAULT
153,2025-06-22,BLACK,M,THEFT
154,2025-06-26,HISPANIC,M,DECEPTIVE PRACTICE
155,2025-06-29,BLACK,F,ROBBERY
156,2025-07-03,BLACK,M,NARCOTICS
157,2025-07-06,WHITE,M,MOTOR VEHICLE THEFT
158,2025-07-10,BLACK,M,CRIMINAL TRESPASS
159,2025-07-13,HISPANIC,M,BATTERY
160,2025-07-17,BLACK,M,ASSAULT
161,2025-07-20,BLACK,F,WEAPONS VIOLATION
162,2025-07-24,BLACK,M,THEFT
163,2025-07-27,HISPANIC,M,NARCOTICS
164,2025-07-31,BLACK,M,CRIMINAL DAMAGE
165,2025-08-03,WHITE,M,PUBLIC PEACE VIOLATION
166,2025-08-07,BLACK,M,BATTERY
167,2025-08-10,BLACK,F,BURGLARY
168,2025-08-14,HISPANIC,M,THEFT
169,2025-08-17,BLACK,M,ASSAULT
170,2025-08-21,BLACK,M,NARCOTICS
171,2025-08-24,BLACK,M,MOTOR VEHICLE THEFT
172,2025-08-28,WHITE,F,SEX OFFENSE
173,2025-08-31,HISPANIC,M,BATTERY
174,2025-09-04,BLACK,M,CRIMINAL TRESPASS
175,2025-09-07,BLACK,M,THEFT
176,2025-09-11,BLACK,M,NARCOTICS
177,2025-09-14,HISPANIC,F,WEAPONS VIOLATION
178,2025-09-18,BLACK,M,ASSAULT
179,2025-09-21,BLACK,M,BATTERY
180,2025-09-25,WHITE,M,DECEPTIVE PRACTICE
181,2025-09-28,BLACK,M,CRIMINAL DAMAGE
182,2025-10-02,HISPANIC,M,MOTOR VEHICLE THEFT
183,2025-10-05,BLACK,F,ROBBERY
184,2025-10-09,BLACK,M,NARCOTICS
185,2025-10-12,BLACK,M,THEFT
186,2025-10-16,WHITE,M,INTERFERE WITH PUBLIC OFFICER
187,2025-10-19,HISPANIC,M,BATTERY
188,2025-10-23,BLACK,M,ASSAULT
189,2025-10-26,BLACK,M,CRIMINAL TRESPASS
190,2025-10-30,BLACK,F,WEAPONS VIOLATION
191,2025-11-02,HISPANIC,M,NARCOTICS
192,2025-11-06,BLACK,M,THEFT
193,2025-11-09,BLACK,M,BATTERY
194,2025-11-13,WHITE,M,MOTOR VEHICLE THEFT
195,2025-11-16,BLACK,M,ASSAULT
196,2025-11-20,HISPANIC,F,NARCOTICS
197,2025-11-23,BLACK,M,CRIMINAL DAMAGE
198,2025-11-27,BLACK,M,THEFT
199,2025-11-30,BLACK,M,BATTERY
200,2025-12-04,WHITE,M,PUBLIC PEACE VIOLATION
201,2025-12-07,HISPANIC,M,NARCOTICS
202,2025-12-11,BLACK,F,ROBBERY
203,2025-12-14,BLACK,M,ASSAULT
204,2025-12-18,BLACK,M,THEFT
205,2025-12-21,HISPANIC,M,MOTOR VEHICLE THEFT
206,2025-12-25,BLACK,M,BATTERY
207,2025-12-28,BLACK,M,NARCOTICS
208,2025-01-01,WHITE,M,CRIMINAL TRESPASS
209,2025-01-05,BLACK,F,WEAPONS VIOLATION
210,2025-01-08,HISPANIC,M,THEFT
211,2025-01-12,BLACK,M,ASSAULT
212,2025-01-15,BLACK,M,BATTERY
213,2025-01-19,BLACK,M,NARCOTICS
214,2025-01-22,WHITE,M,DECEPTIVE PRACTICE
215,2025-01-26,HISPANIC,F,BURGLARY
216,2025-01-29,BLACK,M,MOTOR VEHICLE THEFT
217,2025-02-02,BLACK,M,CRIMINAL DAMAGE
218,2025-02-06,BLACK,M,THEFT
219,2025-02-09,HISPANIC,M,BATTERY
220,2025-02-13,BLACK,M,NARCOTICS
221,2025-02-16,BLACK,F,ROBBERY
222,2025-02-20,WHITE,M,ASSAULT
223,2025-02-23,BLACK,M,CRIMINAL TRESPASS
224,2025-02-27,HISPANIC,M,THEFT
225,2025-03-02,BLACK,M,BATTERY
226,2025-03-06,BLACK,M,NARCOTICS
227,2025-03-09,BLACK,F,WEAPONS VIOLATION
228,2025-03-13,WHITE,M,MOTOR VEHICLE THEFT
229,2025-03-16,HISPANIC,M,ASSAULT
230,2025-03-20,BLACK,M,THEFT
231,2025-03-23,BLACK,M,CRIMINAL DAMAGE
232,2025-03-27,BLACK,M,BATTERY
233,2025-03-30,HISPANIC,F,NARCOTICS
234,2025-04-03,BLACK,M,THEFT
235,2025-04-06,BLACK,M,ASSAULT
236,2025-04-10,WHITE,M,PUBLIC PEACE VIOLATION
237,2025-04-13,BLACK,M,NARCOTICS
238,2025-04-17,HISPANIC,M,MOTOR VEHICLE THEFT
239,2025-04-20,BLACK,F,ROBBERY
240,2025-04-24,BLACK,M,BATTERY
241,2025-04-27,BLACK,M,CRIMINAL TRESPASS
242,2025-05-01,HISPANIC,M,THEFT
243,2025-05-04,BLACK,M,NARCOTICS
244,2025-05-08,WHITE,M,DECEPTIVE PRACTICE
245,2025-05-11,BLACK,M,ASSAULT
246,2025-05-15,BLACK,F,WEAPONS VIOLATION
247,2025-05-18,HISPANIC,M,BATTERY
248,2025-05-22,BLACK,M,MOTOR VEHICLE THEFT
249,2025-05-25,BLACK,M,THEFT
250,2025-05-29,BLACK,M,NARCOTICS
251,2025-06-01,WHITE,M,CRIMINAL DAMAGE
252,2025-06-05,HISPANIC,F,SEX OFFENSE
253,2025-06-08,BLACK,M,BATTERY
254,2025-06-12,BLACK,M,ASSAULT
255,2025-06-15,BLACK,M,THEFT
256,2025-06-19,BLACK,M,NARCOTICS
257,2025-06-22,HISPANIC,M,MOTOR VEHICLE THEFT
258,2025-06-26,WHITE,M,INTERFERE WITH PUBLIC OFFICER
259,2025-06-29,BLACK,F,ROBBERY
260,2025-07-03,BLACK,M,BATTERY
261,2025-07-06,BLACK,M,CRIMINAL TRESPASS
262,2025-07-10,HISPANIC,M,THEFT
263,2025-07-13,BLACK,M,NARCOTICS
264,2025-07-17,BLACK,M,ASSAULT
265,2025-07-20,WHITE,M,CRIMINAL DAMAGE
266,2025-07-24,BLACK,F,WEAPONS VIOLATION
267,2025-07-27,HISPANIC,M,BATTERY
268,2025-07-31,BLACK,M,MOTOR VEHICLE THEFT
269,2025-08-03,BLACK,M,THEFT
270,2025-08-07,BLACK,M,NARCOTICS
271,2025-08-10,WHITE,M,PUBLIC PEACE VIOLATION
272,2025-08-14,HISPANIC,F,NARCOTICS
273,2025-08-17,BLACK,M,ASSAULT
274,2025-08-21,BLACK,M,BATTERY
275,2025-08-24,BLACK,M,THEFT
276,2025-08-28,HISPANIC,M,CRIMINAL TRESPASS
277,2025-08-31,BLACK,M,NARCOTICS
278,2025-09-04,BLACK,F,BURGLARY
279,2025-09-07,WHITE,M,MOTOR VEHICLE THEFT
280,2025-09-11,BLACK,M,THEFT
281,2025-09-14,HISPANIC,M,BATTERY
282,2025-09-18,BLACK,M,ASSAULT
283,2025-09-21,BLACK,M,NARCOTICS
284,2025-09-25,BLACK,F,WEAPONS VIOLATION
285,2025-09-28,HISPANIC,M,THEFT
286,2025-10-02,BLACK,M,CRIMINAL DAMAGE
287,2025-10-05,BLACK,M,BATTERY
288,2025-10-09,WHITE,M,DECEPTIVE PRACTICE
289,2025-10-12,BLACK,M,NARCOTICS
290,2025-10-16,HISPANIC,M,MOTOR VEHICLE THEFT
291,2025-10-19,BLACK,F,ROBBERY
292,2025-10-23,BLACK,M,ASSAULT
293,2025-10-26,BLACK,M,THEFT
294,2025-10-30,WHITE,M,CRIMINAL TRESPASS
295,2025-11-02,HISPANIC,M,BATTERY
296,2025-11-06,BLACK,M,NARCOTICS
297,2025-11-09,BLACK,M,THEFT
298,2025-11-13,BLACK,M,ASSAULT
299,2025-11-16,HISPANIC,F,WEAPONS VIOLATION
300,2025-11-20,BLACK,M,BATTERY
