ID,DATE,RACE,CHARGE_TYPE,DESCRIPTION
63,2024-04-19,Black,M,WEAPONS VIOLATION
64,2024-04-21,White,M,CRIMINAL TRESPASS
65,2024-04-22,Black,F,BURGLARY
66,2024-04-24,Hispanic,M,BATTERY
67,2024-04-26,Black,M,THEFT FROM AUTO
68,2024-04-27,Black,M,POSSESSION OF CONTROLLED SUBSTANCE
69,2024-04-29,White,F,ASSAULT
70,2024-05-01,Hispanic,M,NARCOTICS
71,2024-05-02,Black,M,DOMESTIC BATTERY
72,2024-05-04,Black,F,RETAIL THEFT
73,2024-05-06,White,M,DRIVING UNDER INFLUENCE
74,2024-05-07,Hispanic,M,AGGRAVATED ASSAULT
75,2024-05-09,Black,M,BATTERY
76,2024-05-11,Black,M,THEFT
77,2024-05-12,Hispanic,F,CRIMINAL DAMAGE
78,2024-05-14,Black,M,ROBBERY
79,2024-05-16,White,M,NARCOTICS
80,2024-05-17,Black,F,WEAPONS VIOLATION
81,2024-05-19,Hispanic,M,BURGLARY
82,2024-05-21,Black,M,ASSAULT
83,2024-05-22,Black,M,DOMESTIC BATTERY
84,2024-05-24,White,F,THEFT FROM AUTO
85,2024-05-26,Hispanic,M,POSSESSION OF CANNABIS
86,2024-05-27,Black,M,CRIMINAL TRESPASS
87,2024-05-29,Black,F,NARCOTICS
88,2024-05-31,White,M,BATTERY
89,2024-06-02,Hispanic,M,RETAIL THEFT
90,2024-06-03,Black,M,AGGRAVATED BATTERY
91,2024-06-05,Black,F,THEFT
92,2024-06-07,White,M,DRIVING UNDER INFLUENCE
93,2024-06-08,Hispanic,M,ROBBERY
94,2024-06-10,Black,M,NARCOTICS
95,2024-06-12,Black,M,WEAPONS VIOLATION
96,2024-06-13,Hispanic,F,CRIMINAL DAMAGE
97,2024-06-15,Black,M,BURGLARY
98,2024-06-17,White,M,ASSAULT
99,2024-06-18,Black,F,DOMESTIC BATTERY
100,2024-06-20,Hispanic,M,THEFT FROM AUTO
101,2024-07-01,Black,M,BATTERY
102,2024-07-03,Hispanic,F,NARCOTICS
103,2024-07-04,Black,M,RETAIL THEFT
104,2024-07-06,White,M,CRIMINAL TRESPASS
105,2024-07-08,Black,M,AGGRAVATED ASSAULT
106,2024-07-09,Hispanic,M,THEFT
107,2024-07-11,Black,F,ROBBERY
108,2024-07-13,White,M,DRIVING UNDER INFLUENCE
109,2024-07-14,Black,M,DOMESTIC BATTERY
110,2024-07-16,Hispanic,M,WEAPONS VIOLATION
111,2024-07-18,Black,M,NARCOTICS
112,2024-07-20,Black,F,BURGLARY
113,2024-07-21,White,M,CRIMINAL DAMAGE
114,2024-07-23,Hispanic,M,ASSAULT
115,2024-07-25,Black,M,THEFT FROM AUTO
116,2024-07-26,Black,F,POSSESSION OF CONTROLLED SUBSTANCE
117,2024-07-28,White,M,BATTERY
118,2024-07-30,Hispanic,M,RETAIL THEFT
119,2024-08-01,Black,M,NARCOTICS
120,2024-08-02,Black,F,AGGRAVATED BATTERY
121,2024-08-04,White,M,THEFT
122,2024-08-06,Hispanic,M,DOMESTIC BATTERY
123,2024-08-07,Black,M,ROBBERY
124,2024-08-09,Black,M,WEAPONS VIOLATION
125,2024-08-11,White,F,CRIMINAL TRESPASS
126,2024-08-12,Hispanic,M,BURGLARY
127,2024-08-14,Black,M,ASSAULT
128,2024-08-16,Black,F,NARCOTICS
129,2024-08-17,White,M,DRIVING UNDER INFLUENCE
130,2024-08-19,Hispanic,M,THEFT FROM AUTO
131,2024-09-01,Black,M,BATTERY
132,2024-09-03,Hispanic,F,RETAIL THEFT
133,2024-09-04,Black,M,NARCOTICS
134,2024-09-06,White,M,CRIMINAL DAMAGE
135,2024-09-08,Black,M,AGGRAVATED ASSAULT
136,2024-09-09,Hispanic,M,THEFT
137,2024-09-11,Black,F,DOMESTIC BATTERY
138,2024-09-13,White,M,ROBBERY
139,2024-09-14,Black,M,WEAPONS VIOLATION
140,2024-09-16,Hispanic,M,BURGLARY
141,2024-09-18,Black,M,ASSAULT
142,2024-09-20,Black,F,NARCOTICS
143,2024-09-21,White,M,CRIMINAL TRESPASS
144,2024-09-23,Hispanic,M,THEFT FROM AUTO
145,2024-09-25,Black,M,BATTERY
146,2024-09-26,Black,M,POSSESSION OF CANNABIS
147,2024-09-28,White,F,RETAIL THEFT
148,2024-09-30,Hispanic,M,DRIVING UNDER INFLUENCE
149,2024-10-02,Black,M,NARCOTICS
150,2024-10-03,Hispanic,M,AGGRAVATED BATTERY
151,2025-01-04,Black,M,BATTERY
152,2025-01-06,Hispanic,F,THEFT
153,2025-01-07,Black,M,NARCOTICS
154,2025-01-09,White,M,ASSAULT
155,2025-01-10,Black,F,RETAIL THEFT
156,2025-01-12,Hispanic,M,DOMESTIC BATTERY
157,2025-01-13,Black,M,ROBBERY
158,2025-01-15,White,M,CRIMINAL DAMAGE
159,2025-01-17,Black,M,WEAPONS VIOLATION
160,2025-01-18,Hispanic,F,BURGLARY
161,2025-01-20,Black,M,AGGRAVATED ASSAULT
162,2025-01-22,Black,F,NARCOTICS
163,2025-01-23,White,M,DRIVING UNDER INFLUENCE
164,2025-01-25,Hispanic,M,THEFT FROM AUTO
165,2025-01-27,Black,M,POSSESSION OF CONTROLLED SUBSTANCE
166,2025-01-28,Black,M,BATTERY
167,2025-01-30,White,F,CRIMINAL TRESPASS
168,2025-02-01,Hispanic,M,RETAIL THEFT
169,2025-02-03,Black,M,NARCOTICS
170,2025-02-04,Black,M,DOMESTIC BATTERY
171,2025-02-06,White,M,THEFT
172,2025-02-08,Hispanic,M,AGGRAVATED BATTERY
173,2025-02-09,Black,F,ROBBERY
174,2025-02-11,Black,M,WEAPONS VIOLATION
175,2025-02-12,Hispanic,M,ASSAULT
176,2025-02-14,White,M,CRIMINAL DAMAGE
177,2025-02-16,Black,M,BURGLARY
178,2025-02-17,Black,F,NARCOTICS
179,2025-02-19,Hispanic,M,THEFT FROM AUTO
180,2025-02-21,White,M,DRIVING UNDER INFLUENCE
181,2025-03-01,Black,M,BATTERY
182,2025-03-03,Hispanic,F,RETAIL THEFT
183,2025-03-04,Black,M,NARCOTICS
184,2025-03-06,White,M,DOMESTIC BATTERY
185,2025-03-08,Black,M,AGGRAVATED ASSAULT
186,2025-03-09,Hispanic,M,THEFT
187,2025-03-11,Black,F,ROBBERY
188,2025-03-13,White,M,CRIMINAL TRESPASS
189,2025-03-14,Black,M,WEAPONS VIOLATION
190,2025-03-16,Hispanic,M,BURGLARY
191,2025-03-18,Black,M,ASSAULT
192,2025-03-20,Black,F,NARCOTICS
193,2025-03-21,White,M,THEFT FROM AUTO
194,2025-03-23,Hispanic,M,POSSESSION OF CANNABIS
195,2025-03-25,Black,M,BATTERY
196,2025-03-26,Black,M,CRIMINAL DAMAGE
197,2025-03-28,White,F,RETAIL THEFT
198,2025-03-30,Hispanic,M,DRIVING UNDER INFLUENCE
199,2025-04-01,Black,M,NARCOTICS
200,2025-04-02,Hispanic,M,AGGRAVATED BATTERY
201,2025-04-04,Black,F,THEFT
202,2025-04-06,White,M,DOMESTIC BATTERY
203,2025-04-07,Black,M,ROBBERY
204,2025-04-09,Hispanic,M,WEAPONS VIOLATION
205,2025-04-11,Black,M,BURGLARY
206,2025-04-12,Black,F,ASSAULT
207,2025-04-14,White,M,NARCOTICS
208,2025-04-16,Hispanic,M,THEFT FROM AUTO
209,2025-04-17,Black,M,CRIMINAL TRESPASS
210,2025-04-19,Black,M,BATTERY
211,2025-05-01,White,F,RETAIL THEFT
212,2025-05-03,Hispanic,M,DRIVING UNDER INFLUENCE
213,2025-05-04,Black,M,NARCOTICS
214,2025-05-06,Black,M,AGGRAVATED ASSAULT
215,2025-05-08,White,M,THEFT
216,2025-05-09,Hispanic,F,DOMESTIC BATTERY
217,2025-05-11,Black,M,ROBBERY
218,2025-05-13,Black,M,WEAPONS VIOLATION
219,2025-05-14,Hispanic,M,CRIMINAL DAMAGE
220,2025-05-16,White,M,BURGLARY
221,2025-05-18,Black,F,NARCOTICS
222,2025-05-19,Black,M,ASSAULT
223,2025-05-21,Hispanic,M,THEFT FROM AUTO
224,2025-05-23,White,M,POSSESSION OF CONTROLLED SUBSTANCE
225,2025-06-01,Black,M,BATTERY
226,2025-06-03,Hispanic,F,RETAIL THEFT
227,2025-06-04,Black,M,NARCOTICS
228,2025-06-06,White,M,DOMESTIC BATTERY
229,2025-06-08,Black,M,AGGRAVATED BATTERY
230,2025-06-09,Hispanic,M,THEFT
231,2025-06-11,Black,F,ROBBERY
232,2025-06-13,White,M,CRIMINAL TRESPASS
233,2025-06-14,Black,M,WEAPONS VIOLATION
234,2025-06-16,Hispanic,M,BURGLARY
235,2025-06-18,Black,M,ASSAULT
236,2025-06-20,Black,F,NARCOTICS
237,2025-06-21,White,M,THEFT FROM AUTO
238,2025-06-23,Hispanic,M,DRIVING UNDER INFLUENCE
239,2025-07-01,Black,M,BATTERY
240,2025-07-03,Black,F,RETAIL THEFT
241,2025-07-04,Hispanic,M,NARCOTICS
242,2025-07-06,White,M,CRIMINAL DAMAGE
243,2025-07-08,Black,M,AGGRAVATED ASSAULT
244,2025-07-09,Hispanic,F,THEFT
245,2025-07-11,Black,M,DOMESTIC BATTERY
246,2025-07-13,White,M,ROBBERY
247,2025-07-14,Black,M,WEAPONS VIOLATION
248,2025-07-16,Hispanic,M,BURGLARY
249,2025-07-18,Black,F,ASSAULT
250,2025-07-19,Black,M,NARCOTICS
251,2025-07-21,White,M,CRIMINAL TRESPASS
252,2025-07-23,Hispanic,M,THEFT FROM AUTO
253,2025-08-01,Black,M,BATTERY
254,2025-08-03,Hispanic,F,RETAIL THEFT
255,2025-08-04,Black,M,NARCOTICS
256,2025-08-06,White,M,DOMESTIC BATTERY
257,2025-08-08,Black,M,AGGRAVATED BATTERY
258,2025-08-09,Hispanic,M,THEFT
259,2025-08-11,Black,F,ROBBERY
260,2025-08-13,White,M,WEAPONS VIOLATION
261,2025-08-14,Black,M,CRIMINAL DAMAGE
262,2025-08-16,Hispanic,M,BURGLARY
263,2025-08-18,Black,M,ASSAULT
264,2025-08-20,Black,F,NARCOTICS
265,2025-08-21,White,M,THEFT FROM AUTO
266,2025-08-23,Hispanic,M,DRIVING UNDER INFLUENCE
267,2025-09-01,Black,M,BATTERY
268,2025-09-03,Black,M,RETAIL THEFT
269,2025-09-04,Hispanic,F,NARCOTICS
270,2025-09-06,White,M,DOMESTIC BATTERY
271,2025-09-08,Black,M,AGGRAVATED ASSAULT
272,2025-09-09,Hispanic,M,THEFT
273,2025-09-11,Black,F,ROBBERY
274,2025-09-13,White,M,CRIMINAL TRESPASS
275,2025-09-14,Black,M,WEAPONS VIOLATION
276,2025-09-16,Hispanic,M,BURGLARY
277,2025-09-18,Black,M,ASSAULT
278,2025-09-20,Black,F,NARCOTICS
279,2025-09-21,White,M,THEFT FROM AUTO
280,2025-09-23,Hispanic,M,POSSESSION OF CONTROLLED SUBSTANCE
281,2025-10-01,Black,M,BATTERY
282,2025-10-03,Hispanic,F,RETAIL THEFT
283,2025-10-04,Black,M,NARCOTICS
284,2025-10-06,White,M,CRIMINAL DAMAGE
285,2025-10-08,Black,M,AGGRAVATED BATTERY
286,2025-10-09,Hispanic,M,THEFT
287,2025-10-11,Black,F,DOMESTIC BATTERY
288,2025-10-13,White,M,ROBBERY
289,2025-10-14,Black,M,WEAPONS VIOLATION
290,2025-10-16,Hispanic,M,BURGLARY
291,2025-10-18,Black,M,ASSAULT
292,2025-10-20,Black,F,NARCOTICS
293,2025-10-21,White,M,CRIMINAL TRESPASS
294,2025-10-23,Hispanic,M,THEFT FROM AUTO
295,2025-11-01,Black,M,BATTERY
296,2025-11-03,Hispanic,F,RETAIL THEFT
297,2025-11-04,Black,M,NARCOTICS
298,2025-11-06,White,M,DOMESTIC BATTERY
299,2025-11-08,Black,M,AGGRAVATED ASSAULT
300,2025-11-09,Hispanic,M,THEFT
